deal_id,creator_id,brand,niche,platform,content_format,follower_count,follower_tier,engagement_rate,offered_rate_usd,market_rate_usd,offer_vs_market_pct,negotiated_rate_usd,usage_rights_included,usage_rights_fee_usd,exclusivity_months,exclusivity_fee_usd,total_deal_value_usd,payment_terms_days,kill_fee_included,revision_rounds_allowed,deal_date,status,used_ai_benchmark,rate_recovered_usd,offer_percentile,is_below_market,market_gap_usd
DEA00864,CRE0242,Canva,Parenting & Family,TikTok,Integration,421574,Mid,0.1089,8280.37,10014.26,-17.3,9328.55,False,0.0,12,9328.55,18657.1,90,True,3,2025-04-11,Negotiating,True,1048.18,1.0,True,1733.89
DEA00865,CRE0343,NordVPN,Photography & Videography,Instagram,TikTok,337683,Mid,0.0371,3592.41,4473.14,-19.7,4696.8,False,0.0,6,2348.4,7045.2,90,False,5,2025-06-06,Completed,False,1104.39,0.875,True,880.73
DEA00866,CRE0238,Manscaped,Gaming & Esports,Substack,Instagram Post,884247,Macro,0.4886,32237.41,40375.58,-20.2,42394.36,False,0.0,6,21197.18,63591.54,90,False,2,2025-07-31,Completed,False,10156.95,0.667,True,8138.17
DEA00867,CRE0378,Acorns,Gaming & Esports,TikTok,Instagram Post,1802461,Mega,0.0321,10508.84,23757.75,-55.8,10836.62,False,0.0,0,0.0,10836.62,60,True,Unlimited,2025-07-13,Completed,True,327.78,0.5,True,13248.91
DEA00868,CRE0587,Calm,Gaming & Esports,Instagram,TikTok,228877,Mid,0.0405,2186.0,3466.59,-36.9,2892.4,False,0.0,2,482.07,3374.47,15,True,5,2025-09-30,Completed,False,706.4,0.556,True,1280.59
DEA00869,CRE0031,Robinhood,Technology & Software,TikTok,Story Series,37539,Micro,0.0629,406.25,578.47,-29.8,570.39,True,265.93,2,95.06,931.38,45,False,1,2025-04-21,Completed,False,164.14,0.333,True,172.22
DEA00870,CRE0582,Raycon,Photography & Videography,YouTube,TikTok,233540,Mid,0.039,1585.38,3355.29,-52.7,1632.08,False,0.0,0,0.0,1632.08,60,True,2,2025-06-15,In Progress,True,46.7,0.375,True,1769.91
DEA00871,CRE0269,Brilliant,Music & Audio Production,YouTube,TikTok,130870,Mid,0.0425,673.99,1869.43,-63.9,1064.76,False,0.0,0,0.0,1064.76,30,False,5,2025-11-20,Completed,True,390.77,0.111,True,1195.44
DEA00872,CRE0334,Morning Brew,Beauty & Fashion,LinkedIn,Story Series,891392,Macro,0.0283,3595.0,8826.05,-59.3,4147.51,True,1967.6,6,2073.76,8188.87,90,True,2,2025-04-22,In Progress,True,552.51,0.75,True,5231.05
DEA00873,CRE0025,Dollar Shave Club,Beauty & Fashion,YouTube,Reel,64658,Micro,0.0367,280.4,921.67,-69.6,405.87,True,166.83,0,0.0,572.7,15,True,2,2025-09-28,Completed,False,125.47,0.3,True,641.27
DEA00874,CRE0425,Betterment,Personal Development,Twitter/X,Instagram Post,93598,Micro,0.0316,357.75,985.42,-63.7,514.12,False,0.0,12,514.12,1028.24,30,False,3,2025-08-16,Completed,True,156.37,0.4,True,627.67
DEA00875,CRE0226,Manscaped,Technology & Software,Substack,Story Series,3773039,Mega,0.3074,75264.84,148216.1,-49.2,113185.63,False,0.0,3,28296.41,141482.04,45,False,5,2025-07-16,In Progress,True,37920.79,0.5,True,72951.26
DEA00876,CRE0510,ExpressVPN,Personal Development,TikTok,Story Series,447487,Mid,0.0648,3597.82,5574.96,-35.5,4444.76,False,0.0,0,0.0,4444.76,60,False,2,2025-08-15,Completed,False,846.94,0.75,True,1977.14
DEA00877,CRE0150,Manscaped,Business & Entrepreneurship,Twitter/X,TikTok,84070,Micro,0.0202,836.64,1304.22,-35.9,1039.25,True,399.41,2,173.21,1611.87,30,True,2,2026-03-07,Completed,True,202.61,0.5,True,467.58
DEA00878,CRE0457,Headspace,Parenting & Family,Substack,Dedicated Video,98304,Micro,0.1801,2883.09,4789.65,-39.8,3825.82,True,1286.72,2,637.64,5750.18,45,False,Unlimited,2025-10-11,Declined,False,942.73,0.667,True,1906.56
DEA00879,CRE0181,Brilliant,Home Decor & Interior Design,YouTube,Reel,260467,Mid,0.0315,1112.53,3388.5,-67.2,1555.78,False,0.0,3,388.94,1944.72,30,False,2,2025-05-13,Negotiating,True,443.25,0.083,True,2275.97
DEA00880,CRE0430,Ridge Wallet,Language Learning,YouTube,Instagram Post,1363018,Mega,0.0509,8290.11,16677.18,-50.3,11064.38,False,0.0,6,5532.19,16596.57,45,True,5,2025-05-11,Completed,True,2774.27,1.0,True,8387.07
DEA00881,CRE0127,Fiverr,Science & Space,TikTok,Instagram Post,354030,Mid,0.0717,3152.72,5263.51,-40.1,4880.5,True,2327.86,0,0.0,7208.36,60,True,2,2026-02-13,Completed,True,1727.78,0.5,True,2110.79
DEA00882,CRE0418,Headspace,Food & Cooking,LinkedIn,Dedicated Video,43234,Micro,0.0155,327.8,1042.15,-68.5,373.21,False,0.0,0,0.0,373.21,90,False,1,2025-11-01,Completed,True,45.41,0.286,True,714.35
DEA00883,CRE0544,LastPass,Sustainable Living,LinkedIn,Story Series,441732,Mid,0.0385,2749.14,4384.15,-37.3,3661.12,True,1711.95,0,0.0,5373.07,15,True,3,2025-05-13,Completed,True,911.98,0.8,True,1635.01
DEA00884,CRE0296,Brilliant,Food & Cooking,YouTube,TikTok,179079,Mid,0.0641,1581.95,2947.01,-46.3,1994.1,True,599.17,12,1994.1,4587.37,30,False,5,2025-12-09,Completed,False,412.15,0.444,True,1365.06
DEA00885,CRE0345,Monday.com,Business & Entrepreneurship,YouTube,TikTok,80091,Micro,0.0161,643.67,1254.21,-48.7,683.55,True,314.97,12,683.55,1682.07,30,True,5,2025-05-18,Completed,False,39.88,0.4,True,610.54
DEA00886,CRE0049,HelloFresh,Business & Entrepreneurship,Twitter/X,TikTok,253562,Mid,0.0259,3311.18,4295.72,-22.9,4482.46,True,1731.89,3,1120.62,7334.97,45,False,2,2025-09-21,Completed,True,1171.28,1.0,True,984.54
DEA00887,CRE0193,Shopify,Finance & Investing,Substack,Integration,44726,Micro,0.3627,1827.34,3657.83,-50.0,2750.45,True,1294.04,0,0.0,4044.49,30,True,5,2025-07-27,Declined,False,923.11,0.364,True,1830.49
DEA00888,CRE0566,Hover,Home Decor & Interior Design,TikTok,Newsletter,56624,Micro,0.0626,951.56,1125.27,-15.4,1174.61,False,0.0,2,195.77,1370.38,30,True,1,2025-12-04,Completed,False,223.05,0.8,True,173.71
DEA00889,CRE0573,Fiverr,Food & Cooking,Twitter/X,Reel,51685,Micro,0.0238,527.38,655.14,-19.5,687.9,False,0.0,3,171.97,859.87,45,False,5,2025-09-16,In Progress,True,160.52,0.857,True,127.76
DEA00890,CRE0245,Monday.com,Gaming & Esports,YouTube,Story Series,44153,Micro,0.0302,160.76,449.52,-64.2,202.5,True,83.62,2,33.75,319.87,30,True,2,2026-02-16,Negotiating,True,41.74,0.222,True,288.76
DEA00891,CRE0312,Skillshare,Language Learning,Instagram,Integration,6547,Nano,0.0397,50.91,96.49,-47.2,60.23,True,19.35,0,0.0,79.58,90,False,2,2025-04-09,Declined,True,9.32,1.0,True,45.58
DEA00892,CRE0114,Acorns,Personal Development,YouTube,Dedicated Video,65353,Micro,0.0295,1075.0,1976.18,-45.6,1472.03,True,606.85,2,245.34,2324.22,30,True,2,2026-02-11,Declined,True,397.03,0.857,True,901.18
DEA00893,CRE0444,Acorns,Travel & Adventure,YouTube,Reel,96465,Micro,0.0555,1264.65,1598.92,-20.9,1542.54,False,0.0,1,128.54,1671.08,90,False,3,2025-11-07,Declined,True,277.89,0.8,True,334.27
DEA00894,CRE0187,LastPass,Music & Audio Production,LinkedIn,Instagram Post,647420,Macro,0.0282,4960.47,6414.07,-22.7,6734.77,False,0.0,1,561.23,7296.0,15,True,2,2025-10-02,Completed,True,1774.3,1.0,True,1453.6
DEA00895,CRE0012,Magic Spoon,Photography & Videography,TikTok,Story Series,440043,Mid,0.0641,2078.51,4950.68,-58.0,3106.47,False,0.0,3,776.62,3883.09,30,False,5,2025-05-20,In Progress,False,1027.96,0.429,True,2872.17
DEA00896,CRE0557,HelloFresh,Parenting & Family,LinkedIn,TikTok,72346,Micro,0.0264,782.54,981.16,-20.2,928.34,True,405.2,6,464.17,1797.71,90,False,Unlimited,2025-10-04,Negotiating,False,145.8,0.778,True,198.62
DEA00897,CRE0262,Wix,Comedy & Entertainment,TikTok,Instagram Post,838382,Macro,0.054,4597.83,9118.57,-49.6,6873.0,True,2596.71,1,572.75,10042.46,30,True,1,2025-11-19,In Progress,True,2275.17,0.2,True,4520.74
DEA00898,CRE0311,Grammarly,Technology & Software,Twitter/X,Newsletter,162787,Mid,0.0243,2694.28,4593.0,-41.3,4028.68,True,1222.55,2,671.45,5922.68,30,False,3,2025-06-04,Completed,False,1334.4,0.6,True,1898.72
DEA00899,CRE0150,NordVPN,Business & Entrepreneurship,Instagram,Story Series,184048,Mid,0.0426,1831.78,2350.31,-22.1,2467.83,False,0.0,0,0.0,2467.83,30,False,2,2025-04-13,Negotiating,False,636.05,0.333,True,518.53
DEA00900,CRE0319,Skillshare,Sustainable Living,Substack,Reel,69979,Micro,0.3854,1994.3,3169.74,-37.1,2309.61,False,0.0,1,192.47,2502.08,60,False,3,2025-07-15,Negotiating,False,315.31,0.714,True,1175.44
DEA00901,CRE0371,Monday.com,Education & Online Courses,LinkedIn,Dedicated Video,33124,Micro,0.0268,559.79,1148.98,-51.3,732.28,True,327.38,12,732.28,1791.94,45,True,5,2025-10-11,Completed,False,172.49,0.625,True,589.19
DEA00902,CRE0518,Brilliant,Education & Online Courses,Twitter/X,Story Series,271398,Mid,0.0152,1505.99,2795.94,-46.1,1618.33,False,0.0,0,0.0,1618.33,90,False,2,2025-12-15,Completed,False,112.34,0.6,True,1289.95
DEA00903,CRE0286,Ridge Wallet,Finance & Investing,Instagram,Newsletter,30277,Micro,0.0254,574.68,756.35,-24.0,608.75,False,0.0,0,0.0,608.75,15,True,3,2025-08-12,Completed,True,34.07,0.25,True,181.67
DEA00904,CRE0145,Hover,Sustainable Living,Instagram,Newsletter,303586,Mid,0.0514,3947.05,6466.01,-39.0,4551.68,True,1991.33,0,0.0,6543.01,60,False,Unlimited,2026-02-26,Declined,True,604.63,0.8,True,2518.96
DEA00905,CRE0043,Magic Spoon,Travel & Adventure,Substack,Story Series,19623,Micro,0.4654,487.51,696.73,-30.0,695.41,False,0.0,0,0.0,695.41,30,False,3,2025-06-07,In Progress,False,207.9,0.5,True,209.22
DEA00906,CRE0594,Hubspot,Music & Audio Production,Instagram,Reel,19846,Micro,0.0245,166.25,257.2,-35.4,211.99,False,0.0,0,0.0,211.99,30,True,5,2026-01-01,Completed,False,45.74,0.111,True,90.95
DEA00907,CRE0083,Notion,Personal Development,Twitter/X,Instagram Post,34356,Micro,0.0187,213.99,365.89,-41.5,242.2,True,82.23,1,20.18,344.61,30,True,5,2025-07-16,Completed,False,28.21,0.2,True,151.9
DEA00908,CRE0514,Toptal,Science & Space,LinkedIn,Integration,74928,Micro,0.0266,396.12,1226.95,-67.7,501.49,True,206.39,6,250.75,958.63,15,False,2,2025-08-15,Negotiating,True,105.37,0.25,True,830.83
DEA00909,CRE0471,Betterment,Photography & Videography,YouTube,Story Series,29326,Micro,0.0485,85.08,271.53,-68.7,110.74,True,50.22,1,9.23,170.19,60,False,5,2025-07-07,Completed,False,25.66,0.111,True,186.45
DEA00910,CRE0337,Magic Spoon,Science & Space,Instagram,Story Series,721640,Macro,0.0466,7216.23,8786.37,-17.9,7947.21,True,3639.42,12,7947.21,19533.84,30,True,Unlimited,2025-04-03,Declined,True,730.98,1.0,True,1570.14
DEA00911,CRE0074,NordVPN,Personal Development,TikTok,Story Series,288026,Mid,0.0717,2049.0,3530.06,-42.0,2325.71,True,735.01,6,1162.86,4223.58,30,True,Unlimited,2025-04-17,Completed,True,276.71,0.25,True,1481.06
DEA00912,CRE0495,Audible,Parenting & Family,LinkedIn,TikTok,331818,Mid,0.0207,2612.48,3788.39,-31.0,2720.52,True,1246.83,0,0.0,3967.35,30,False,Unlimited,2025-11-26,Negotiating,False,108.04,0.333,True,1175.91
DEA00913,CRE0145,Calm,Home Decor & Interior Design,YouTube,Dedicated Video,321296,Mid,0.0442,7833.93,10043.06,-22.0,10545.21,True,3682.13,6,5272.61,19499.95,30,False,2,2025-09-26,Negotiating,True,2711.28,1.0,True,2209.13
DEA00914,CRE0361,Toptal,Language Learning,Substack,Reel,87552,Micro,0.6303,1926.67,5538.29,-65.2,2699.2,True,1030.38,6,1349.6,5079.18,45,True,2,2026-01-16,In Progress,False,772.53,0.714,True,3611.62
DEA00915,CRE0443,Dollar Shave Club,Photography & Videography,TikTok,Dedicated Video,378531,Mid,0.0634,6121.61,13374.44,-54.2,8831.12,True,2782.07,3,2207.78,13820.97,30,False,2,2026-02-15,Completed,True,2709.51,0.857,True,7252.83
DEA00916,CRE0183,Grammarly,Food & Cooking,Substack,TikTok,846180,Macro,0.493,29807.01,42629.87,-30.1,33826.68,False,0.0,1,2818.89,36645.57,30,True,5,2025-04-05,Negotiating,True,4019.67,1.0,True,12822.86
DEA00917,CRE0207,Grammarly,Home Decor & Interior Design,Twitter/X,Newsletter,545043,Macro,0.0152,7904.45,9675.02,-18.3,8554.45,False,0.0,0,0.0,8554.45,30,False,2,2025-12-15,Completed,False,650.0,1.0,True,1770.57
DEA00918,CRE0326,Toptal,Technology & Software,TikTok,TikTok,64211,Micro,0.0739,1014.34,1555.67,-34.8,1321.46,True,575.85,0,0.0,1897.31,30,True,3,2026-03-08,Completed,False,307.12,0.833,True,541.33
DEA00919,CRE0176,MVMT Watches,Personal Development,LinkedIn,Integration,94128,Micro,0.0264,931.88,1371.6,-32.1,1188.81,True,486.11,12,1188.81,2863.73,60,False,1,2026-02-17,Completed,True,256.93,1.0,True,439.72
DEA00920,CRE0146,Canva,Pet Care,Twitter/X,Integration,97427,Micro,0.0222,427.04,1304.3,-67.3,448.11,False,0.0,12,448.11,896.22,30,True,5,2026-03-04,Completed,True,21.07,0.545,True,877.26
DEA00921,CRE0227,Wix,Science & Space,Substack,Instagram Post,87041,Micro,0.4317,3088.05,3932.72,-21.5,4129.36,False,0.0,2,688.23,4817.59,45,True,5,2025-06-16,Completed,True,1041.31,1.0,True,844.67
DEA00922,CRE0049,Hover,Beauty & Fashion,Twitter/X,Dedicated Video,390051,Mid,0.0147,7473.25,11295.13,-33.8,11130.04,False,0.0,2,1855.01,12985.05,90,True,3,2025-08-26,In Progress,True,3656.79,1.0,True,3821.88
DEA00923,CRE0504,Brilliant,Gaming & Esports,YouTube,Instagram Post,35473,Micro,0.0477,229.53,533.79,-57.0,308.86,True,136.38,2,51.48,496.72,30,False,5,2026-03-12,Completed,True,79.33,0.333,True,304.26
DEA00924,CRE0071,Grammarly,Personal Development,YouTube,Story Series,277204,Mid,0.0382,1440.7,2804.79,-48.6,1878.52,False,0.0,12,1878.52,3757.04,30,True,2,2026-01-05,Completed,True,437.82,0.4,True,1364.09
DEA00925,CRE0173,Grammarly,Gaming & Esports,TikTok,Integration,34050,Micro,0.0677,347.54,758.23,-54.2,445.83,False,0.0,0,0.0,445.83,30,False,5,2025-03-27,Completed,True,98.29,0.8,True,410.69
DEA00926,CRE0271,Acorns,Travel & Adventure,LinkedIn,Dedicated Video,223625,Mid,0.01,4199.35,5765.47,-27.2,6023.47,True,2724.17,12,6023.47,14771.11,45,False,1,2025-11-08,In Progress,True,1824.12,0.857,True,1566.12
DEA00927,CRE0494,Grammarly,Beauty & Fashion,Substack,Instagram Post,745729,Macro,0.5077,26401.47,33311.74,-20.7,31387.22,False,0.0,6,15693.61,47080.83,45,False,2,2025-11-11,Completed,True,4985.75,0.667,True,6910.27
DEA00928,CRE0183,Acorns,Travel & Adventure,Substack,Reel,371217,Mid,0.4024,17073.03,20660.3,-17.4,17979.69,True,5780.69,0,0.0,23760.38,60,False,Unlimited,2025-08-15,In Progress,True,906.66,1.0,True,3587.27
DEA00929,CRE0426,Hover,Beauty & Fashion,TikTok,Instagram Post,672527,Macro,0.0366,6414.78,8796.55,-27.1,9236.38,True,4470.82,0,0.0,13707.2,90,True,1,2025-08-16,Negotiating,True,2821.6,1.0,True,2381.77
DEA00930,CRE0305,Wix,Music & Audio Production,TikTok,Dedicated Video,545083,Macro,0.0818,5994.86,18167.47,-67.0,6021.28,True,2926.2,1,501.77,9449.25,30,False,2,2025-07-28,Negotiating,True,26.42,1.0,True,12172.61
DEA00931,CRE0425,Headspace,Language Learning,Substack,Reel,402590,Mid,0.3564,12827.86,17778.67,-27.8,18667.6,True,7729.04,2,3111.27,29507.91,60,True,2,2025-12-26,Completed,False,5839.74,0.75,True,4950.81
DEA00932,CRE0136,Monday.com,Pet Care,TikTok,Instagram Post,517485,Macro,0.0583,4669.22,6440.52,-27.5,5404.17,True,2211.45,0,0.0,7615.62,30,False,1,2025-03-29,Completed,False,734.95,0.25,True,1771.3
DEA00933,CRE0593,Toptal,Personal Development,TikTok,Instagram Post,699288,Macro,0.0621,3684.92,10418.23,-64.6,5580.75,False,0.0,12,5580.75,11161.5,15,False,2,2025-08-08,Completed,True,1895.83,0.4,True,6733.31
DEA00934,CRE0591,Blue Apron,Comedy & Entertainment,LinkedIn,Integration,473959,Mid,0.0148,3547.61,6316.32,-43.8,4771.42,False,0.0,3,1192.86,5964.28,15,False,Unlimited,2025-11-14,Negotiating,True,1223.81,0.875,True,2768.71
DEA00935,CRE0415,Factor Meals,Music & Audio Production,Substack,Dedicated Video,40965,Micro,0.3803,2145.89,3759.19,-42.9,3193.62,False,0.0,0,0.0,3193.62,30,True,1,2025-04-18,Negotiating,False,1047.73,0.545,True,1613.3
DEA00936,CRE0232,Factor Meals,Beauty & Fashion,Twitter/X,Instagram Post,367078,Mid,0.0224,2429.56,3810.41,-36.2,3879.58,True,1918.42,1,323.3,6121.3,30,False,5,2025-07-26,Declined,True,1450.02,0.4,True,1380.85
DEA00937,CRE0567,Dollar Shave Club,Finance & Investing,LinkedIn,Reel,492804,Mid,0.0232,4221.01,10922.17,-61.4,4235.93,False,0.0,0,0.0,4235.93,30,False,5,2025-08-29,In Progress,True,14.92,0.625,True,6701.16
DEA00938,CRE0237,Notion,Science & Space,YouTube,Story Series,760298,Macro,0.0361,5874.09,8842.33,-33.6,9173.07,True,3090.58,1,764.42,13028.07,30,True,2,2025-07-01,Completed,False,3298.98,0.5,True,2968.24
DEA00939,CRE0463,Hover,Home Decor & Interior Design,LinkedIn,TikTok,98480,Micro,0.0184,898.0,1063.23,-15.5,1116.39,True,395.88,0,0.0,1512.27,90,True,5,2025-05-16,In Progress,True,218.39,1.0,True,165.23
DEA00940,CRE0569,Brilliant,Finance & Investing,Substack,Story Series,69557,Micro,0.4717,1983.36,3760.45,-47.3,2950.33,False,0.0,1,245.86,3196.19,30,False,Unlimited,2025-08-20,Declined,False,966.97,0.455,True,1777.09
DEA00941,CRE0554,Robinhood,Education & Online Courses,LinkedIn,Dedicated Video,586729,Macro,0.0224,6045.59,19660.78,-69.3,8671.23,True,3905.67,2,1445.2,14022.1,30,True,1,2025-03-19,Completed,False,2625.64,0.8,True,13615.19
DEA00942,CRE0013,Brilliant,Food & Cooking,Instagram,Integration,299487,Mid,0.028,2091.1,4640.15,-54.9,2800.95,False,0.0,2,466.82,3267.77,90,True,1,2025-08-01,Negotiating,False,709.85,0.857,True,2549.05
DEA00943,CRE0495,Wix,Parenting & Family,TikTok,TikTok,458100,Mid,0.005,2774.75,5250.69,-47.2,4385.64,True,1758.26,1,365.47,6509.37,45,True,Unlimited,2026-01-30,Negotiating,False,1610.89,0.667,True,2475.94
DEA00944,CRE0328,Ridge Wallet,Pet Care,Instagram,Dedicated Video,78973,Micro,0.0297,825.7,2226.79,-62.9,1201.93,False,0.0,6,600.97,1802.9,60,True,Unlimited,2025-04-21,Completed,False,376.23,1.0,True,1401.09
DEA00945,CRE0461,Fiverr,Parenting & Family,Instagram,TikTok,78014,Micro,0.0356,857.75,1090.3,-21.3,1119.79,False,0.0,0,0.0,1119.79,90,False,2,2025-10-22,In Progress,True,262.04,0.929,True,232.55
DEA00946,CRE0591,Hover,Pet Care,Instagram,Integration,398402,Mid,0.0285,2403.83,5300.61,-54.6,2840.94,False,0.0,6,1420.47,4261.41,30,True,2,2025-03-19,Declined,False,437.11,0.889,True,2896.78
DEA00947,CRE0195,Noom,Business & Entrepreneurship,Instagram,Story Series,661272,Macro,0.0319,6019.99,9046.83,-33.5,7565.08,True,3271.96,6,3782.54,14619.58,30,True,5,2025-04-21,Negotiating,True,1545.09,0.5,True,3026.84
DEA00948,CRE0218,Hover,Food & Cooking,Twitter/X,Integration,395915,Mid,0.0111,4110.25,5726.02,-28.2,6012.32,True,2785.82,6,3006.16,11804.3,90,True,1,2025-04-01,In Progress,False,1902.07,1.0,True,1615.77
DEA00949,CRE0012,Morning Brew,Finance & Investing,Substack,TikTok,279676,Mid,0.6246,10142.64,29541.86,-65.7,13499.25,False,0.0,1,1124.94,14624.19,60,True,2,2025-08-08,Negotiating,True,3356.61,0.538,True,19399.22
DEA00950,CRE0470,Hubspot,Gaming & Esports,Substack,Instagram Post,77079,Micro,0.3544,1978.13,2774.77,-28.7,2012.4,True,768.59,1,167.7,2948.69,30,True,Unlimited,2025-08-27,In Progress,False,34.27,0.8,True,796.64
DEA00951,CRE0548,Airtable,Technology & Software,YouTube,Dedicated Video,83199,Micro,0.0484,2847.93,3475.76,-18.1,3624.05,False,0.0,0,0.0,3624.05,30,True,Unlimited,2025-10-03,Completed,False,776.12,1.0,True,627.83
DEA00952,CRE0027,Grammarly,Technology & Software,Twitter/X,Reel,54163,Micro,0.0158,537.02,1010.25,-46.8,710.19,False,0.0,1,59.18,769.37,15,False,3,2026-02-24,In Progress,False,173.17,1.0,True,473.23
DEA00953,CRE0370,Hover,Home Decor & Interior Design,TikTok,Integration,40937,Micro,0.053,470.2,761.23,-38.2,709.17,True,248.74,0,0.0,957.91,15,False,5,2025-06-02,Negotiating,False,238.97,0.6,True,291.03
DEA00954,CRE0166,Monday.com,Language Learning,Twitter/X,Integration,996605,Macro,0.0209,11128.0,14961.98,-25.6,14332.25,True,5255.78,0,0.0,19588.03,30,False,2,2025-10-24,Completed,True,3204.25,1.0,True,3833.98
DEA00955,CRE0141,Wix,Language Learning,Twitter/X,TikTok,36674,Micro,0.0198,334.8,464.47,-27.9,376.06,False,0.0,0,0.0,376.06,60,True,Unlimited,2025-08-22,In Progress,True,41.26,0.6,True,129.67
DEA00956,CRE0188,Morning Brew,Music & Audio Production,Substack,TikTok,805397,Macro,0.6012,19679.34,45084.74,-56.4,27328.73,True,8625.77,12,27328.73,63283.23,45,True,Unlimited,2026-01-13,Completed,False,7649.39,0.4,True,25405.4
DEA00957,CRE0067,NordVPN,Sustainable Living,Instagram,Story Series,463340,Mid,0.0306,2947.03,4237.46,-30.5,3515.09,False,0.0,0,0.0,3515.09,30,False,Unlimited,2025-08-12,Completed,True,568.06,0.6,True,1290.43
DEA00958,CRE0282,Noom,Personal Development,LinkedIn,Instagram Post,285810,Mid,0.0232,2203.74,3378.67,-34.8,2752.04,False,0.0,6,1376.02,4128.06,30,False,2,2025-12-16,Negotiating,True,548.3,0.5,True,1174.93
DEA00959,CRE0284,Raycon,Education & Online Courses,YouTube,Instagram Post,826388,Macro,0.023,8254.86,10570.34,-21.9,11098.86,True,4463.0,12,11098.86,26660.72,15,False,2,2025-10-15,Completed,False,2844.0,0.25,True,2315.48
DEA00960,CRE0410,Notion,Technology & Software,Instagram,Integration,49769,Micro,0.0238,454.41,1067.61,-57.4,634.4,True,301.45,6,317.2,1253.05,45,True,3,2025-07-22,Declined,False,179.99,0.444,True,613.2
DEA00961,CRE0348,Hubspot,Business & Entrepreneurship,Instagram,Reel,43930,Micro,0.0216,350.94,796.02,-55.9,484.04,True,147.45,1,40.34,671.83,45,True,3,2026-02-20,Negotiating,False,133.1,0.167,True,445.08
DEA00962,CRE0472,Magic Spoon,Pet Care,YouTube,Story Series,15231,Micro,0.038,49.19,142.92,-65.6,61.29,True,25.6,1,5.11,92.0,30,False,3,2025-09-12,Completed,True,12.1,0.1,True,93.73
DEA00963,CRE0544,Headspace,Language Learning,LinkedIn,Instagram Post,21157,Micro,0.0258,77.38,214.88,-64.0,104.2,False,0.0,1,8.68,112.88,15,False,2,2025-04-23,Negotiating,False,26.82,0.333,True,137.5
DEA00964,CRE0557,Morning Brew,Technology & Software,YouTube,Story Series,392660,Mid,0.029,2221.32,5231.66,-57.5,3222.5,True,1208.52,0,0.0,4431.02,45,True,1,2025-10-03,Negotiating,True,1001.18,0.286,True,3010.34
DEA00965,CRE0473,Airtable,Parenting & Family,Instagram,Instagram Post,20535,Micro,0.0292,96.5,228.25,-57.7,117.07,False,0.0,3,29.27,146.34,30,False,5,2025-04-15,Completed,True,20.57,0.071,True,131.75
DEA00966,CRE0026,Notion,Pet Care,Twitter/X,Newsletter,35864,Micro,0.0225,478.98,620.03,-22.7,554.13,False,0.0,2,92.35,646.48,30,True,3,2026-02-23,In Progress,True,75.15,0.636,True,141.05
DEA00967,CRE0415,LastPass,Technology & Software,Instagram,Instagram Post,22473,Micro,0.0185,239.35,308.42,-22.4,310.01,True,93.43,0,0.0,403.44,30,True,2,2025-06-14,Declined,False,70.66,0.111,True,69.07
DEA00968,CRE0192,ExpressVPN,Business & Entrepreneurship,TikTok,Dedicated Video,359390,Mid,0.0463,8449.6,14690.12,-42.5,10500.19,False,0.0,0,0.0,10500.19,60,True,3,2025-12-29,Declined,False,2050.59,1.0,True,6240.52
DEA00969,CRE0171,Codecademy,Comedy & Entertainment,LinkedIn,Story Series,287188,Mid,0.021,1698.53,2533.13,-32.9,1866.63,True,722.01,1,155.55,2744.19,30,True,2,2026-03-01,Completed,True,168.1,0.25,True,834.6
DEA00970,CRE0053,MasterClass,Music & Audio Production,YouTube,Newsletter,364115,Mid,0.0323,2012.78,6682.98,-69.9,2966.95,False,0.0,2,494.49,3461.44,60,True,1,2025-07-30,Declined,False,954.17,0.333,True,4670.2
DEA00971,CRE0249,Dollar Shave Club,Travel & Adventure,YouTube,Reel,278932,Mid,0.0314,3394.34,4029.57,-15.8,3910.65,False,0.0,1,325.89,4236.54,90,False,Unlimited,2026-01-14,Completed,False,516.31,0.778,True,635.23
DEA00972,CRE0418,Ridge Wallet,Finance & Investing,Twitter/X,TikTok,5286,Nano,0.0064,36.06,99.08,-63.6,45.23,True,19.1,12,45.23,109.56,15,True,2,2025-04-26,Completed,True,9.17,0.667,True,63.02
DEA00973,CRE0562,Blue Apron,Travel & Adventure,Twitter/X,Dedicated Video,2971826,Mega,0.0165,68645.17,83698.56,-18.0,71072.86,True,22691.98,2,11845.48,105610.32,60,True,1,2025-04-22,Completed,False,2427.69,1.0,True,15053.39
DEA00974,CRE0150,Acorns,Personal Development,TikTok,Instagram Post,360397,Mid,0.0674,2608.5,4674.29,-44.2,3421.36,True,1510.74,0,0.0,4932.1,90,False,1,2025-12-20,Completed,False,812.86,0.5,True,2065.79
DEA00975,CRE0221,Raycon,Music & Audio Production,Substack,Newsletter,39932,Micro,0.2692,1004.35,1669.18,-39.8,1243.42,True,584.16,2,207.24,2034.82,90,False,1,2025-07-13,Completed,False,239.07,0.182,True,664.83
DEA00976,CRE0085,Airtable,Personal Development,Instagram,Integration,667927,Macro,0.0341,5524.35,10939.89,-49.5,7944.51,False,0.0,3,1986.13,9930.64,90,False,1,2025-09-12,Completed,False,2420.16,1.0,True,5415.54
DEA00977,CRE0345,MVMT Watches,Home Decor & Interior Design,Instagram,Integration,476587,Mid,0.0272,2917.35,6435.58,-54.7,3662.78,False,0.0,0,0.0,3662.78,15,False,2,2025-06-12,Completed,True,745.43,0.75,True,3518.23
