launch_id,creator_id,product_name,niche,product_type,price_usd,follower_tier,email_list_size,used_email_launch_sequence,number_of_launch_emails,ai_generated_emails,launch_duration_days,units_sold,gross_revenue_usd,cart_abandonment_rate,cart_recovery_rate,recovery_revenue_usd,total_revenue_usd,refund_rate,affiliate_partners,affiliate_revenue_usd,launch_date,platform_promoted_on
LNC0278,CRE0161,Furniture Layout PDF,Home Decor & Interior Design,Template,297,Micro,3957,True,6,False,3,43,13066.67,0.773,0.081,818.14,13884.81,0.042,16,3417.1,2026-01-26,LinkedIn
LNC0279,CRE0507,Experiment Bundle,Science & Space,eBook,17,Mid,34137,False,0,False,3,1410,23973.44,0.615,0.01,147.44,24120.88,0.014,0,2853.92,2025-11-14,TikTok
LNC0280,CRE0228,Note-Taking Bundle,Education & Online Courses,Guide,67,Macro,51234,True,6,False,7,1731,116001.64,0.763,0.076,6726.7,122728.34,0.051,18,19050.98,2025-10-08,Twitter/X
LNC0281,CRE0084,Vet Visit Checklist,Pet Care,Preset Pack,67,Macro,60119,True,7,False,7,2270,152141.92,0.623,0.097,9194.09,161336.01,0.011,9,19808.5,2024-11-28,Twitter/X
LNC0282,CRE0507,Pro Settings Pack,Gaming & Esports,Template,37,Macro,53795,False,0,False,7,995,36845.36,0.732,0.01,269.71,37115.07,0.05,6,3306.33,2025-04-10,LinkedIn
LNC0283,CRE0584,Study System PDF,Education & Online Courses,Preset Pack,37,Micro,7727,False,0,False,7,310,11477.54,0.573,0.01,65.77,11543.31,0.051,0,2804.78,2025-10-27,TikTok
LNC0284,CRE0288,Makeup Masterclass,Beauty & Fashion,Bundle,67,Mega,71997,False,0,False,3,3184,213334.6,0.738,0.01,1574.41,214909.01,0.02,0,29570.03,2025-12-24,YouTube
LNC0285,CRE0316,Pet Nutrition Sheet,Pet Care,Guide,127,Micro,1166,True,7,False,7,52,6615.62,0.655,0.104,450.66,7066.28,0.034,11,947.78,2024-09-08,TikTok
LNC0286,CRE0336,Storytelling Course,Comedy & Entertainment,Course,27,Micro,4283,True,6,True,5,171,4626.95,0.666,0.047,144.83,4771.78,0.073,5,600.43,2025-12-10,YouTube
LNC0287,CRE0562,Financial Freedom Course,Finance & Investing,Template,297,Micro,9634,True,6,False,7,174,51967.13,0.569,0.051,1508.03,53475.16,0.054,1,5998.29,2024-09-14,TikTok
LNC0288,CRE0215,Learning Roadmap,Education & Online Courses,Course,97,Mid,9495,True,5,False,10,455,44193.04,0.659,0.055,1601.78,45794.82,0.046,13,8158.68,2025-06-09,Twitter/X
LNC0289,CRE0435,Ranking Course,Gaming & Esports,Guide,197,Macro,61989,True,7,False,7,2207,434840.99,0.799,0.031,10770.58,445611.57,0.042,15,31284.05,2025-11-06,TikTok
LNC0290,CRE0319,Sleep Schedule Guide,Parenting & Family,Course,37,Macro,14047,False,0,False,14,365,13535.06,0.602,0.01,81.48,13616.54,0.043,18,3426.85,2025-01-01,YouTube
LNC0291,CRE0451,Habit Tracker Notion,Personal Development,Preset Pack,127,Micro,5029,True,4,True,7,148,18880.46,0.749,0.045,636.37,19516.83,0.04,4,1407.01,2024-08-28,YouTube
LNC0292,CRE0334,Study Cards Pack,Science & Space,Bundle,37,Micro,3452,True,4,True,14,163,6042.0,0.651,0.099,389.4,6431.4,0.07,7,328.1,2024-07-20,Instagram
LNC0293,CRE0567,Budget Spreadsheet,Finance & Investing,Course,197,Micro,4008,True,3,False,14,56,11191.64,0.648,0.052,377.11,11568.75,0.08,0,2484.49,2024-07-30,Instagram
LNC0294,CRE0231,Meal Prep Guide,Food & Cooking,Template,67,Macro,62721,True,6,True,5,2155,144410.57,0.566,0.075,6130.23,150540.8,0.052,18,30253.61,2024-06-18,Twitter/X
LNC0295,CRE0440,Capsule Wardrobe Guide,Beauty & Fashion,Preset Pack,27,Nano,1080,True,3,True,5,18,509.04,0.656,0.088,29.39,538.43,0.045,18,126.51,2025-05-11,YouTube
LNC0296,CRE0225,Makeup Masterclass,Beauty & Fashion,Preset Pack,97,Micro,5472,True,6,True,10,149,14521.93,0.764,0.085,943.05,15464.98,0.03,0,740.76,2024-06-03,Substack
LNC0297,CRE0565,Experiment Bundle,Science & Space,Preset Pack,297,Mid,11800,True,5,True,5,430,127906.18,0.689,0.072,6345.17,134251.35,0.03,17,1643.64,2024-10-04,Instagram
LNC0298,CRE0314,Styling Checklist,Home Decor & Interior Design,Course,127,Mid,11822,True,6,False,7,472,60008.6,0.725,0.068,2958.42,62967.02,0.058,0,13915.8,2025-10-05,TikTok
LNC0299,CRE0231,Styling Checklist,Home Decor & Interior Design,Template,297,Mid,23230,False,0,False,7,358,106507.91,0.651,0.01,693.37,107201.28,0.043,16,4950.48,2025-06-01,YouTube
LNC0300,CRE0001,Game Guide PDF,Gaming & Esports,eBook,47,Micro,2920,False,0,False,14,140,6591.6,0.778,0.01,51.28,6642.88,0.021,17,1155.46,2025-05-26,Instagram
LNC0301,CRE0091,Options Playbook,Finance & Investing,Preset Pack,67,Mid,24777,True,7,True,14,314,21093.6,0.673,0.079,1121.48,22215.08,0.017,12,113.36,2024-12-24,TikTok
LNC0302,CRE0339,Study Cards Pack,Science & Space,Guide,47,Micro,847,True,5,False,3,15,740.98,0.618,0.097,44.42,785.4,0.043,20,217.23,2025-03-05,Twitter/X
LNC0303,CRE0433,Composition Guide,Photography & Videography,Preset Pack,37,Mid,5840,True,3,True,5,120,4448.24,0.636,0.038,107.51,4555.75,0.035,8,679.24,2024-06-15,Instagram
LNC0304,CRE0300,Financial Freedom Course,Finance & Investing,eBook,297,Micro,4396,True,7,False,3,148,44241.37,0.682,0.035,1056.04,45297.41,0.032,17,9910.18,2025-10-21,LinkedIn
LNC0305,CRE0166,DIY Tutorial Bundle,Home Decor & Interior Design,Preset Pack,17,Mid,23762,False,0,False,10,791,13449.24,0.701,0.01,94.28,13543.52,0.012,0,2637.72,2024-06-08,Substack
LNC0306,CRE0466,Vocabulary Flash Cards,Language Learning,eBook,197,Mid,8919,True,4,True,14,375,74050.47,0.695,0.05,2573.25,76623.72,0.031,11,5294.24,2025-08-27,Instagram
LNC0307,CRE0451,Colour Palette Pack,Home Decor & Interior Design,Template,97,Macro,55031,False,0,False,10,1735,168365.57,0.563,0.01,947.9,169313.47,0.061,12,29467.66,2025-04-21,Substack
LNC0308,CRE0465,Content Calendar,Comedy & Entertainment,Guide,27,Mid,15705,True,4,False,14,566,15294.6,0.639,0.075,732.99,16027.59,0.02,9,4586.77,2025-04-13,YouTube
LNC0309,CRE0047,Study Cards Pack,Science & Space,Course,127,Micro,2312,False,0,False,3,109,13956.94,0.759,0.01,105.93,14062.87,0.078,19,3740.35,2025-06-29,Instagram
LNC0310,CRE0194,Reading Log PDF,Parenting & Family,Course,27,Mid,45844,True,3,False,14,834,22521.46,0.627,0.052,734.29,23255.75,0.051,9,2233.29,2024-05-08,LinkedIn
LNC0311,CRE0367,Itinerary Bundle,Travel & Adventure,Template,47,Mid,27452,True,3,False,14,698,32833.26,0.685,0.075,1686.81,34520.07,0.062,20,3574.68,2025-10-13,YouTube
LNC0312,CRE0070,Recipe eBook,Food & Cooking,Template,17,Mid,19956,True,5,False,3,347,5900.13,0.745,0.076,334.07,6234.2,0.043,16,538.93,2025-10-25,TikTok
LNC0313,CRE0068,Phrase Book PDF,Language Learning,Bundle,27,Mid,22818,False,0,False,10,1055,28507.18,0.789,0.01,224.92,28732.1,0.059,10,1314.36,2025-09-08,Substack
LNC0314,CRE0449,Travel Hacking Guide,Travel & Adventure,Guide,37,Macro,13683,False,0,False,14,557,20640.45,0.688,0.01,142.01,20782.46,0.024,18,6162.56,2024-05-28,Instagram
LNC0315,CRE0371,Lab Notebook Template,Science & Space,Course,127,Macro,61953,True,7,True,3,2020,256542.21,0.747,0.048,9198.58,265740.79,0.056,9,63374.89,2026-01-29,Instagram
LNC0316,CRE0523,Joke Writing Guide,Comedy & Entertainment,Bundle,197,Mid,13176,True,4,True,14,395,77849.44,0.649,0.073,3688.27,81537.71,0.018,19,16192.68,2025-08-04,Twitter/X
LNC0317,CRE0294,Skincare Routine PDF,Beauty & Fashion,Course,97,Mid,8778,True,6,False,3,200,19402.11,0.69,0.031,415.01,19817.12,0.022,8,2938.37,2024-07-02,Twitter/X
LNC0318,CRE0214,Sustainability Tracker,Sustainable Living,eBook,47,Macro,61754,True,3,True,14,2861,134487.09,0.602,0.046,3724.22,138211.31,0.036,18,17314.11,2024-09-19,LinkedIn
LNC0319,CRE0175,Dog Training Guide,Pet Care,eBook,37,Micro,1603,True,6,False,5,16,598.69,0.773,0.094,43.5,642.19,0.044,0,70.53,2025-07-31,Twitter/X
LNC0320,CRE0281,Business Plan Template,Business & Entrepreneurship,eBook,17,Micro,1972,False,0,False,14,26,448.69,0.652,0.01,2.93,451.62,0.038,6,8.16,2024-10-13,Substack
LNC0321,CRE0128,Furniture Layout PDF,Home Decor & Interior Design,Template,127,Mid,18828,True,7,False,3,295,37523.91,0.759,0.106,3018.95,40542.86,0.041,3,2235.95,2024-07-16,TikTok
LNC0322,CRE0108,Sustainability Tracker,Sustainable Living,eBook,197,Mid,29217,True,4,False,7,515,101602.67,0.782,0.055,4369.93,105972.6,0.016,15,18409.16,2026-01-02,LinkedIn
LNC0323,CRE0500,Recipe eBook,Food & Cooking,eBook,67,Micro,4742,True,7,True,14,65,4377.44,0.567,0.046,114.17,4491.61,0.038,1,465.35,2024-05-02,Twitter/X
LNC0324,CRE0102,Plant-Based Recipe Book,Sustainable Living,Template,127,Micro,6789,True,6,False,10,145,18452.41,0.756,0.083,1157.85,19610.26,0.038,3,5347.5,2025-08-11,Instagram
LNC0325,CRE0278,Itinerary Bundle,Travel & Adventure,eBook,37,Micro,864,True,4,True,7,31,1158.29,0.616,0.085,60.65,1218.94,0.075,20,80.51,2024-04-14,YouTube
LNC0326,CRE0545,Crypto Guide,Finance & Investing,Template,27,Micro,9874,True,6,False,3,220,5962.55,0.72,0.099,425.01,6387.56,0.056,8,1237.17,2025-01-21,LinkedIn
LNC0327,CRE0029,Reading Log PDF,Parenting & Family,Course,37,Macro,85957,True,5,False,14,1622,60023.74,0.588,0.099,3494.1,63517.84,0.018,19,9766.52,2025-11-24,Twitter/X
LNC0328,CRE0543,City Guide Pack,Travel & Adventure,Preset Pack,27,Macro,60383,False,0,False,5,668,18048.39,0.694,0.01,125.26,18173.65,0.056,19,1813.55,2024-09-30,Substack
LNC0329,CRE0438,Activity Ideas Bundle,Parenting & Family,eBook,67,Micro,3238,False,0,False,7,102,6834.93,0.749,0.01,51.19,6886.12,0.078,9,1187.11,2025-06-05,LinkedIn
LNC0330,CRE0305,Baking Masterclass,Food & Cooking,Template,67,Mid,32062,False,0,False,3,702,47078.16,0.742,0.01,349.32,47427.48,0.015,17,8617.92,2025-10-28,Substack
LNC0331,CRE0276,Lab Notebook Template,Science & Space,eBook,27,Mid,11832,False,0,False,7,325,8784.2,0.628,0.01,55.16,8839.36,0.053,9,1258.52,2024-08-30,YouTube
LNC0332,CRE0178,Travel Hacking Guide,Travel & Adventure,Bundle,97,Mid,19313,True,4,True,3,613,59507.2,0.62,0.078,2877.77,62384.97,0.044,4,15291.07,2025-09-11,TikTok
LNC0333,CRE0042,Accent Reduction Guide,Language Learning,Guide,97,Macro,74835,True,4,True,10,2497,242251.06,0.723,0.068,11910.03,254161.09,0.019,8,67737.15,2024-08-15,Substack
LNC0334,CRE0217,Business Plan Template,Business & Entrepreneurship,Preset Pack,297,Macro,62784,True,6,False,3,2405,714362.62,0.775,0.08,44290.48,758653.1,0.023,20,135188.51,2025-04-08,Instagram
LNC0335,CRE0390,AI Prompts Bundle,Technology & Software,Course,297,Mega,131233,True,6,False,14,2531,751812.56,0.613,0.104,47929.55,799742.11,0.019,20,20756.08,2024-06-01,Instagram
LNC0336,CRE0147,Science Course,Science & Space,Bundle,197,Mid,30521,True,3,False,5,655,129088.91,0.783,0.041,4144.14,133233.05,0.067,20,2251.0,2024-11-04,Instagram
LNC0337,CRE0195,Makeup Masterclass,Beauty & Fashion,Guide,297,Mid,29923,False,0,False,7,700,207997.27,0.794,0.01,1651.5,209648.77,0.071,6,50888.78,2024-07-27,Substack
LNC0338,CRE0155,Financial Freedom Course,Finance & Investing,Template,17,Nano,121,True,6,False,3,5,91.37,0.792,0.059,4.27,95.64,0.016,10,13.79,2025-04-26,Substack
LNC0339,CRE0445,Dev Roadmap PDF,Technology & Software,Preset Pack,37,Micro,9202,False,0,False,3,153,5684.33,0.63,0.01,35.81,5720.14,0.012,10,740.0,2025-04-01,Instagram
LNC0340,CRE0113,Launch Checklist,Business & Entrepreneurship,Guide,97,Micro,4812,False,0,False,14,175,17063.51,0.625,0.01,106.65,17170.16,0.039,19,2689.33,2025-04-03,LinkedIn
LNC0341,CRE0563,Reading Log PDF,Parenting & Family,Preset Pack,97,Micro,2638,False,0,False,10,79,7703.5,0.638,0.01,49.15,7752.65,0.042,1,864.3,2025-06-05,Twitter/X
LNC0342,CRE0489,Stream Setup Checklist,Gaming & Esports,Guide,197,Micro,1385,False,0,False,14,35,6999.53,0.757,0.01,52.99,7052.52,0.06,6,570.21,2024-10-03,Instagram
LNC0343,CRE0436,Room Planning Guide,Home Decor & Interior Design,Guide,67,Macro,45783,True,3,False,3,1736,116323.69,0.64,0.044,3275.68,119599.37,0.074,8,17199.6,2024-10-11,YouTube
LNC0344,CRE0097,Reading Log PDF,Parenting & Family,Bundle,297,Mid,18760,True,5,True,3,695,206577.22,0.692,0.091,13008.58,219585.8,0.054,17,54479.89,2024-11-25,Substack
LNC0345,CRE0325,Makeup Masterclass,Beauty & Fashion,Guide,47,Macro,45139,True,5,True,7,1303,61260.23,0.763,0.108,5048.09,66308.32,0.013,11,8664.63,2025-05-20,Twitter/X
LNC0346,CRE0109,Stream Setup Checklist,Gaming & Esports,Template,47,Nano,222,False,0,False,7,10,500.86,0.635,0.01,3.18,504.04,0.079,15,30.94,2024-10-11,Instagram
LNC0347,CRE0175,Game Guide PDF,Gaming & Esports,Course,27,Macro,38895,True,3,False,10,1449,39144.26,0.679,0.038,1010.0,40154.26,0.024,1,10430.49,2025-10-15,Twitter/X
LNC0348,CRE0500,VS Code Setup Guide,Technology & Software,Preset Pack,17,Macro,86285,True,3,True,5,3252,55284.88,0.598,0.092,3041.55,58326.43,0.073,19,10668.65,2024-07-23,LinkedIn
LNC0349,CRE0350,Phrase Book PDF,Language Learning,Preset Pack,37,Micro,1538,True,7,False,5,66,2442.41,0.601,0.095,139.45,2581.86,0.072,15,350.14,2025-07-29,TikTok
LNC0350,CRE0029,Morning Routine Guide,Personal Development,eBook,127,Mid,7076,True,4,True,14,92,11800.78,0.582,0.066,453.29,12254.07,0.036,18,1697.11,2025-11-10,Twitter/X
LNC0351,CRE0332,Styling Checklist,Home Decor & Interior Design,Course,27,Mid,45823,False,0,False,7,1771,47820.14,0.563,0.01,269.23,48089.37,0.031,15,0.85,2024-07-28,Instagram
LNC0352,CRE0167,Room Planning Guide,Home Decor & Interior Design,Bundle,97,Micro,882,True,6,False,5,9,908.84,0.683,0.06,37.24,946.08,0.014,11,151.12,2025-08-26,LinkedIn
LNC0353,CRE0306,Lab Notebook Template,Science & Space,eBook,67,Micro,466,True,4,True,7,5,349.04,0.789,0.033,9.09,358.13,0.012,8,83.01,2024-08-03,Twitter/X
LNC0354,CRE0266,Colour Analysis Guide,Beauty & Fashion,eBook,197,Mid,17481,True,4,True,10,556,109540.44,0.782,0.059,5053.98,114594.42,0.03,10,7461.36,2025-03-24,LinkedIn
LNC0355,CRE0596,Pet Nutrition Sheet,Pet Care,Template,17,Macro,79299,True,6,False,10,2434,41379.86,0.609,0.075,1890.03,43269.89,0.073,17,7024.89,2025-06-19,Twitter/X
LNC0356,CRE0014,Reading Log PDF,Parenting & Family,Bundle,297,Micro,6287,False,0,False,3,255,75903.11,0.614,0.01,466.05,76369.16,0.043,6,13997.98,2024-06-05,TikTok
LNC0357,CRE0450,Vocal Warm-Up Guide,Music & Audio Production,Preset Pack,47,Micro,3392,False,0,False,10,43,2050.8,0.626,0.01,12.84,2063.64,0.033,11,284.15,2025-01-18,YouTube
LNC0358,CRE0396,Phrase Book PDF,Language Learning,Guide,127,Micro,1975,False,0,False,10,97,12329.63,0.556,0.01,68.55,12398.18,0.072,15,3331.8,2024-11-10,Instagram
LNC0359,CRE0161,Recipe eBook,Food & Cooking,Course,17,Mid,12516,True,4,False,10,331,5636.23,0.587,0.039,129.03,5765.26,0.016,4,533.99,2026-02-10,YouTube
LNC0360,CRE0156,Packing List PDF,Travel & Adventure,Course,27,Mid,21523,True,6,True,14,936,25280.43,0.683,0.036,621.6,25902.03,0.054,13,2453.83,2024-08-13,YouTube
LNC0361,CRE0337,Flight Deal Tracker,Travel & Adventure,eBook,297,Mid,12656,True,7,False,14,148,44162.74,0.691,0.031,946.01,45108.75,0.027,12,11539.36,2024-07-19,TikTok
LNC0362,CRE0266,Makeup Masterclass,Beauty & Fashion,Preset Pack,197,Mid,9772,True,3,False,7,451,89020.78,0.591,0.098,5155.91,94176.69,0.021,13,17336.35,2024-04-01,Instagram
LNC0363,CRE0138,Phrase Book PDF,Language Learning,Course,27,Mid,7596,True,6,False,14,188,5076.11,0.732,0.058,215.51,5291.62,0.014,1,1234.32,2025-01-03,Twitter/X
LNC0364,CRE0008,Pet First Aid Guide,Pet Care,Course,297,Mid,27567,True,5,False,14,447,132799.09,0.723,0.031,2976.43,135775.52,0.049,17,22456.31,2025-07-20,TikTok
LNC0365,CRE0553,Dev Roadmap PDF,Technology & Software,Course,27,Mid,7496,True,5,True,3,154,4166.11,0.644,0.037,99.27,4265.38,0.059,1,987.46,2025-08-02,Substack
LNC0366,CRE0040,Stream Setup Checklist,Gaming & Esports,Preset Pack,97,Macro,45395,True,4,False,7,1281,124277.19,0.643,0.076,6073.18,130350.37,0.076,4,24907.35,2026-01-16,YouTube
LNC0367,CRE0448,Accent Reduction Guide,Language Learning,eBook,47,Mid,36707,False,0,False,7,1387,65195.96,0.747,0.01,487.01,65682.97,0.063,18,465.36,2024-05-24,YouTube
LNC0368,CRE0453,Fermentation Guide,Food & Cooking,Guide,97,Micro,7929,True,6,True,14,243,23614.41,0.798,0.047,885.68,24500.09,0.029,7,762.55,2025-09-14,Instagram
LNC0369,CRE0028,Meal Prep Guide,Food & Cooking,eBook,67,Micro,7231,False,0,False,3,234,15709.28,0.76,0.01,119.39,15828.67,0.014,11,2146.27,2026-01-21,Twitter/X
LNC0370,CRE0181,Room Planning Guide,Home Decor & Interior Design,Template,37,Micro,900,True,6,True,14,42,1574.51,0.774,0.083,101.15,1675.66,0.061,7,8.37,2024-08-22,LinkedIn
LNC0371,CRE0589,Room Planning Guide,Home Decor & Interior Design,Guide,17,Macro,18154,True,6,False,14,666,11334.56,0.748,0.085,720.65,12055.21,0.062,10,1207.01,2025-10-18,TikTok
LNC0372,CRE0008,Travel Hacking Guide,Travel & Adventure,Preset Pack,27,Micro,7994,True,6,False,3,338,9145.58,0.737,0.072,485.3,9630.88,0.056,7,1563.47,2025-09-02,YouTube
LNC0373,CRE0092,Game Guide PDF,Gaming & Esports,eBook,97,Macro,114096,True,6,False,5,2299,223043.42,0.739,0.089,14669.79,237713.21,0.074,16,50476.29,2025-04-03,Instagram
LNC0374,CRE0194,Content Calendar,Comedy & Entertainment,Bundle,197,Mid,14255,False,0,False,7,333,65699.36,0.606,0.01,398.14,66097.5,0.076,6,10268.51,2024-09-19,Twitter/X
LNC0375,CRE0531,Beat Making Course,Music & Audio Production,eBook,197,Micro,1909,True,3,True,7,91,18113.88,0.752,0.032,435.89,18549.77,0.074,4,2981.22,2026-02-08,Twitter/X
LNC0376,CRE0287,Confidence Course,Personal Development,eBook,47,Micro,586,True,6,False,7,27,1311.25,0.684,0.078,69.96,1381.21,0.053,17,138.36,2024-03-30,YouTube
LNC0377,CRE0278,VS Code Setup Guide,Technology & Software,Course,97,Macro,45517,True,7,True,14,2143,207916.95,0.626,0.102,13275.91,221192.86,0.039,10,44449.58,2025-04-01,LinkedIn
LNC0378,CRE0053,Options Playbook,Finance & Investing,Bundle,47,Mid,51389,True,5,False,5,1385,65138.54,0.736,0.08,3835.36,68973.9,0.011,2,15286.41,2024-04-22,YouTube
LNC0379,CRE0214,Vocabulary Flash Cards,Language Learning,Course,197,Micro,5844,True,4,False,5,90,17815.93,0.62,0.091,1005.17,18821.1,0.027,10,935.55,2024-03-31,YouTube
LNC0380,CRE0479,Investment Tracker,Finance & Investing,eBook,97,Micro,3253,True,5,True,5,85,8262.14,0.689,0.098,557.88,8820.02,0.064,2,1589.14,2024-07-31,LinkedIn
LNC0381,CRE0491,Baking Masterclass,Food & Cooking,Bundle,127,Mid,23432,False,0,False,10,371,47189.76,0.769,0.01,362.89,47552.65,0.015,7,13659.63,2025-10-16,Twitter/X
LNC0382,CRE0382,Recipe eBook,Food & Cooking,Guide,37,Mid,11255,True,3,False,3,321,11886.99,0.799,0.038,360.91,12247.9,0.064,15,3034.01,2025-07-28,Instagram
LNC0383,CRE0410,Skincare Routine PDF,Beauty & Fashion,Bundle,127,Micro,8844,True,4,False,3,130,16605.13,0.796,0.045,594.8,17199.93,0.057,5,3106.11,2024-11-04,YouTube
LNC0384,CRE0268,Sustainability Tracker,Sustainable Living,eBook,27,Macro,25557,True,4,True,10,779,21035.59,0.705,0.054,800.82,21836.41,0.074,2,978.97,2026-01-30,YouTube
LNC0385,CRE0513,Journal Prompts PDF,Personal Development,Guide,297,Mid,10169,True,4,False,14,330,98125.8,0.748,0.066,4844.27,102970.07,0.012,19,23303.9,2025-11-22,Twitter/X
LNC0386,CRE0392,Sustainability Tracker,Sustainable Living,eBook,67,Mid,32492,True,5,True,3,841,56400.15,0.651,0.032,1174.93,57575.08,0.04,18,559.81,2024-05-06,Substack
LNC0387,CRE0504,Note-Taking Bundle,Education & Online Courses,Bundle,197,Mega,369077,True,7,False,5,11716,2308095.7,0.725,0.083,138889.66,2446985.36,0.078,15,616336.13,2024-07-01,Instagram
LNC0388,CRE0133,Furniture Layout PDF,Home Decor & Interior Design,Guide,17,Mid,21979,True,6,False,7,679,11550.89,0.557,0.048,308.82,11859.71,0.072,12,961.26,2025-03-26,Instagram
LNC0389,CRE0492,Sample Pack,Music & Audio Production,Template,47,Mid,17032,True,7,False,10,260,12225.39,0.732,0.069,617.48,12842.87,0.053,4,1554.76,2025-02-06,Substack
LNC0390,CRE0366,Study System PDF,Education & Online Courses,Course,67,Mid,12112,False,0,False,10,398,26684.04,0.651,0.01,173.71,26857.75,0.017,2,4732.25,2025-12-25,Instagram
LNC0391,CRE0325,Improv Exercise Pack,Comedy & Entertainment,Template,127,Mega,148168,True,6,False,7,6429,816501.55,0.653,0.043,22926.55,839428.1,0.017,16,189673.9,2024-06-25,Twitter/X
LNC0392,CRE0519,Sustainability Tracker,Sustainable Living,Course,197,Macro,64721,False,0,False,5,2374,467702.76,0.602,0.01,2815.57,470518.33,0.075,12,137791.64,2026-01-22,TikTok
LNC0393,CRE0002,Launch Checklist,Business & Entrepreneurship,Course,297,Micro,2292,True,7,False,14,45,13458.71,0.606,0.045,367.02,13825.73,0.024,2,1942.07,2025-10-09,LinkedIn
LNC0394,CRE0229,Vet Visit Checklist,Pet Care,Bundle,197,Macro,33225,True,3,False,5,698,137544.15,0.577,0.042,3333.24,140877.39,0.012,3,32484.72,2024-04-05,YouTube
LNC0395,CRE0578,Stream Setup Checklist,Gaming & Esports,Course,27,Macro,13697,True,6,True,10,324,8757.63,0.748,0.05,327.54,9085.17,0.041,14,823.67,2025-11-20,Twitter/X
LNC0396,CRE0387,Ranking Course,Gaming & Esports,Guide,297,Micro,2296,True,3,True,10,47,14205.78,0.563,0.064,511.86,14717.64,0.027,18,44.86,2024-12-10,Instagram
LNC0397,CRE0532,Vet Visit Checklist,Pet Care,Template,67,Macro,68944,True,6,True,7,1044,69948.25,0.636,0.065,2891.66,72839.91,0.036,4,6496.35,2025-11-07,YouTube
LNC0398,CRE0147,Goal Setting Workbook,Personal Development,Bundle,47,Mid,10657,True,3,True,5,187,8829.54,0.768,0.105,712.01,9541.55,0.074,11,1233.84,2026-01-29,YouTube
LNC0399,CRE0053,Vocal Warm-Up Guide,Music & Audio Production,Preset Pack,97,Macro,84404,False,0,False,3,3284,318607.7,0.724,0.01,2306.72,320914.42,0.059,12,18234.91,2025-11-02,TikTok
LNC0400,CRE0241,Lab Notebook Template,Science & Space,Template,17,Macro,13817,True,4,True,14,344,5848.21,0.652,0.067,255.47,6103.68,0.047,8,1243.84,2025-10-04,TikTok
LNC0401,CRE0003,Editing Course,Photography & Videography,Course,17,Mid,6630,True,6,False,3,124,2115.91,0.658,0.045,62.65,2178.56,0.046,0,386.11,2024-03-20,Instagram
LNC0402,CRE0374,Script Template,Comedy & Entertainment,Preset Pack,67,Micro,2134,True,4,True,14,64,4328.43,0.713,0.102,314.79,4643.22,0.028,10,197.49,2025-01-05,TikTok
LNC0403,CRE0074,Stream Setup Checklist,Gaming & Esports,Guide,47,Mid,8773,False,0,False,7,432,20313.39,0.579,0.01,117.61,20431.0,0.028,5,414.04,2025-07-05,LinkedIn
LNC0404,CRE0416,Automation Course,Technology & Software,Preset Pack,37,Micro,1864,True,4,False,5,61,2285.83,0.736,0.062,104.31,2390.14,0.05,15,56.28,2024-05-23,Twitter/X
LNC0405,CRE0417,Sample Pack,Music & Audio Production,eBook,97,Mid,58033,True,3,False,10,1120,108648.86,0.683,0.058,4304.02,112952.88,0.031,7,14388.98,2024-05-25,LinkedIn
LNC0406,CRE0451,Habit Tracker Notion,Personal Development,Course,47,Mega,138205,True,7,False,5,5126,240943.1,0.765,0.095,17510.54,258453.64,0.049,3,46274.44,2025-05-31,TikTok
LNC0407,CRE0013,Editing Course,Photography & Videography,Template,37,Micro,3351,True,6,False,14,56,2091.19,0.731,0.053,81.02,2172.21,0.038,18,437.78,2025-10-05,YouTube
LNC0408,CRE0168,Sample Pack,Music & Audio Production,Template,97,Mid,26061,True,6,False,10,944,91617.65,0.757,0.076,5270.95,96888.6,0.06,6,5695.79,2024-10-20,Twitter/X
LNC0409,CRE0518,Cat Behaviour PDF,Pet Care,Template,97,Micro,3339,True,5,False,14,165,16091.69,0.654,0.052,547.25,16638.94,0.043,12,725.96,2025-05-29,Instagram
LNC0410,CRE0079,Grammar Cheat Sheet,Language Learning,Guide,47,Macro,99101,False,0,False,10,3093,145397.82,0.623,0.01,905.83,146303.65,0.019,19,15138.49,2024-05-07,YouTube
LNC0411,CRE0043,Clip Editing Template,Gaming & Esports,Preset Pack,297,Micro,1288,True,6,True,3,55,16473.85,0.666,0.089,976.47,17450.32,0.032,19,635.77,2025-12-23,TikTok
LNC0412,CRE0076,Editing Course,Photography & Videography,Bundle,27,Macro,30365,False,0,False,5,901,24340.01,0.673,0.01,163.81,24503.82,0.077,17,7178.95,2025-03-15,Instagram
LNC0413,CRE0362,Travel Hacking Guide,Travel & Adventure,Template,27,Micro,3643,True,5,True,7,66,1787.98,0.68,0.035,42.55,1830.53,0.013,1,333.45,2024-08-28,YouTube
LNC0414,CRE0033,Business Plan Template,Business & Entrepreneurship,Guide,127,Mega,242206,False,0,False,14,9231,1172461.28,0.762,0.01,8934.15,1181395.43,0.038,13,302706.11,2025-08-28,LinkedIn
LNC0415,CRE0426,Options Playbook,Finance & Investing,Course,297,Mid,47962,True,5,False,10,1254,372548.54,0.722,0.067,18021.66,390570.2,0.028,4,81583.06,2025-02-03,LinkedIn
LNC0416,CRE0087,Pet Nutrition Sheet,Pet Care,Course,197,Macro,28363,False,0,False,5,298,58800.99,0.681,0.01,400.43,59201.42,0.061,15,3680.74,2025-09-02,Instagram
