creator_id,username,niche,primary_platform,secondary_platform,follower_count,follower_tier,engagement_rate,monthly_revenue_usd,years_active,email_list_size,country,audience_age_group,audience_gender_primary,posts_per_week,joined_date
CRE0347,jessica62,Food & Cooking,LinkedIn,YouTube,351145,Mid,0.0261,4575.68,2.3,12860,Hong Kong,25-34,Female,4.8,2018-08-28
CRE0348,darrell28,Beauty & Fashion,YouTube,Twitter/X,33597,Micro,0.0469,353.69,5.0,3133,Canada,18-24,Mixed,5.4,2021-05-25
CRE0349,brian69,Travel & Adventure,Instagram,Substack,347156,Mid,0.0393,4982.72,1.6,33238,Latvia,25-34,Mixed,5.0,2021-03-08
CRE0350,amy95,Gaming & Esports,Substack,YouTube,337748,Mid,0.3889,13152.76,2.2,23679,Ghana,18-24,Female,2.2,2023-11-15
CRE0351,warrenheidi,Science & Space,Instagram,Substack,193020,Mid,0.0207,556.9,4.3,6809,Honduras,45+,Mixed,1.8,2024-12-25
CRE0352,sotomitchell,Pet Care,YouTube,Twitter/X,906255,Macro,0.0425,11345.83,4.4,61760,New Caledonia,18-24,Mixed,4.2,2020-10-15
CRE0353,gmora,Sustainable Living,LinkedIn,Instagram,85513,Micro,0.0283,742.91,7.3,2642,Montserrat,45+,Male,2.1,2018-04-19
CRE0354,lisa06,Personal Development,YouTube,LinkedIn,296623,Mid,0.0437,3642.48,3.6,10042,Lesotho,45+,Mixed,4.5,2021-02-23
CRE0355,pgreen,Pet Care,LinkedIn,Twitter/X,420801,Mid,0.0232,4950.83,4.6,38917,Angola,25-34,Male,4.4,2023-08-23
CRE0356,markashley,Business & Entrepreneurship,TikTok,Instagram,469882,Mid,0.0868,5250.02,6.9,49669,Hong Kong,25-34,Male,5.7,2020-01-12
CRE0357,john42,Food & Cooking,Instagram,YouTube,277438,Mid,0.0396,3425.95,1.7,40337,Panama,18-24,Female,5.9,2023-07-04
CRE0358,agonzalez,Science & Space,YouTube,Substack,39067,Micro,0.0243,277.2,0.8,2733,Taiwan,45+,Mixed,4.9,2021-06-06
CRE0359,tapiastephen,Technology & Software,Instagram,Substack,330147,Mid,0.0554,5801.34,2.6,8045,Estonia,25-34,Mixed,2.0,2018-08-15
CRE0360,danielkelley,Music & Audio Production,Instagram,LinkedIn,182546,Mid,0.0364,714.22,6.3,12030,Slovenia,45+,Male,4.5,2024-01-09
CRE0361,phillipsdaniel,Finance & Investing,Substack,Twitter/X,147272,Mid,0.2432,3836.85,3.1,21387,Hong Kong,35-44,Female,4.6,2020-05-25
CRE0362,samanthajackson,Language Learning,LinkedIn,Substack,236895,Mid,0.0213,1077.68,1.3,6967,Vanuatu,35-44,Male,6.7,2023-12-22
CRE0363,coleandrew,Business & Entrepreneurship,Twitter/X,LinkedIn,801409,Macro,0.02,5549.73,6.3,94944,Tanzania,45+,Mixed,3.8,2024-10-18
CRE0364,patrick34,Finance & Investing,LinkedIn,Instagram,18854,Micro,0.0331,146.22,5.6,940,Congo,35-44,Male,6.7,2024-01-04
CRE0365,tjohnson,Pet Care,YouTube,LinkedIn,238071,Mid,0.0401,2914.11,1.1,33587,Northern Mariana Islands,45+,Male,3.1,2024-08-25
CRE0366,chad42,Business & Entrepreneurship,Instagram,TikTok,858144,Macro,0.0396,13540.11,4.2,39437,Italy,25-34,Male,2.2,2020-06-28
CRE0367,howard39,Photography & Videography,Twitter/X,LinkedIn,23983,Micro,0.0218,337.62,5.1,2862,Kazakhstan,18-24,Male,3.2,2021-10-02
CRE0368,theresaknight,Sustainable Living,Twitter/X,Substack,757323,Macro,0.0217,3528.78,2.6,37011,Ecuador,25-34,Female,4.2,2022-12-18
CRE0369,amanda39,Sustainable Living,Twitter/X,YouTube,6689,Nano,0.0128,28.28,5.7,533,Fiji,18-24,Female,5.0,2022-06-22
CRE0370,xmerritt,Food & Cooking,TikTok,LinkedIn,44039,Micro,0.077,301.78,2.3,3579,Guatemala,35-44,Male,2.1,2022-12-21
CRE0371,zharvey,Education & Online Courses,LinkedIn,Substack,295197,Mid,0.02,2305.12,1.5,28004,Guatemala,25-34,Female,5.3,2020-11-10
CRE0372,ruth65,Pet Care,LinkedIn,Instagram,602793,Macro,0.0307,2724.73,4.0,12819,Albania,45+,Male,1.8,2025-04-16
CRE0373,misty57,Personal Development,Twitter/X,LinkedIn,355129,Mid,0.0176,3206.72,1.2,14643,Panama,25-34,Male,3.9,2025-04-12
CRE0374,daniel51,Food & Cooking,LinkedIn,Substack,236193,Mid,0.0342,1778.09,4.7,29595,Spain,35-44,Female,3.5,2022-02-26
CRE0375,amandaklein,Education & Online Courses,Twitter/X,TikTok,440331,Mid,0.005,2240.58,5.5,36712,Liechtenstein,45+,Female,3.3,2021-06-06
CRE0376,allensean,Language Learning,Substack,TikTok,4641736,Mega,0.36,78484.68,3.7,462318,Ireland,45+,Female,1.5,2022-01-26
CRE0377,oking,Photography & Videography,TikTok,Twitter/X,48188,Micro,0.054,441.88,6.4,6844,Guinea-Bissau,45+,Male,2.0,2018-06-23
CRE0378,espinozajohnny,Beauty & Fashion,Substack,YouTube,42983,Micro,0.2716,1821.56,2.1,3078,India,18-24,Female,6.6,2023-07-11
CRE0379,melissataylor,Pet Care,YouTube,Substack,7504,Nano,0.005,23.95,1.7,788,Barbados,45+,Male,2.4,2021-05-27
CRE0380,brandon14,Language Learning,Substack,YouTube,79041,Micro,0.3826,3961.45,0.8,5247,Tunisia,35-44,Male,3.8,2024-04-12
CRE0381,andrew08,Business & Entrepreneurship,Twitter/X,Substack,465755,Mid,0.0122,3430.95,3.8,48052,Korea,35-44,Male,3.9,2020-10-06
CRE0382,dawnmerritt,Travel & Adventure,LinkedIn,TikTok,64028,Micro,0.0225,360.65,0.6,5636,Trinidad and Tobago,25-34,Male,2.7,2024-03-20
CRE0383,josephchavez,Finance & Investing,Substack,TikTok,996478,Macro,0.4539,53311.07,5.0,123144,Guatemala,35-44,Female,3.5,2024-07-03
CRE0384,rgray,Science & Space,LinkedIn,Twitter/X,94671,Micro,0.0187,662.7,2.2,2868,Estonia,25-34,Mixed,5.6,2025-02-03
CRE0385,ycarter,Business & Entrepreneurship,TikTok,Instagram,378891,Mid,0.0667,6653.91,1.5,13013,Holy See (Vatican City State),45+,Mixed,3.7,2025-03-14
CRE0386,alicia88,Sustainable Living,Instagram,Substack,29942,Micro,0.0249,93.36,0.7,4383,Congo,35-44,Male,1.8,2023-02-18
CRE0387,debra49,Finance & Investing,Instagram,Twitter/X,11930,Micro,0.0254,76.53,8.0,957,Guyana,18-24,Male,1.5,2019-11-09
CRE0388,ywalton,Technology & Software,TikTok,Instagram,137426,Mid,0.0607,1641.29,1.9,17782,Antigua and Barbuda,45+,Female,1.7,2021-01-03
CRE0389,jbaker,Comedy & Entertainment,LinkedIn,Instagram,14392,Micro,0.0288,54.49,4.0,1562,Korea,35-44,Male,2.0,2018-09-09
CRE0390,mpineda,Pet Care,Twitter/X,Instagram,73075,Micro,0.0293,792.28,3.2,1956,Niger,25-34,Female,2.4,2023-02-01
CRE0391,fward,Parenting & Family,YouTube,Instagram,46188,Micro,0.0296,265.23,4.9,5071,Cyprus,25-34,Male,5.6,2021-01-02
CRE0392,josephbaker,Gaming & Esports,LinkedIn,YouTube,91087,Micro,0.0212,594.4,0.9,9454,Cambodia,18-24,Female,3.9,2021-10-08
CRE0393,changaaron,Pet Care,Substack,Instagram,330015,Mid,0.447,10429.78,2.4,8294,Bangladesh,45+,Mixed,2.8,2023-09-18
CRE0394,lukepark,Education & Online Courses,Twitter/X,LinkedIn,55569,Micro,0.0188,345.71,2.6,7117,Serbia,25-34,Female,4.2,2023-04-04
CRE0395,matthewkrueger,Home Decor & Interior Design,TikTok,Instagram,338068,Mid,0.0857,3635.19,7.1,33997,Ethiopia,35-44,Mixed,2.4,2018-12-05
CRE0396,griley,Pet Care,LinkedIn,Substack,99551,Micro,0.025,868.02,1.7,5655,Austria,45+,Mixed,2.9,2019-04-19
CRE0397,charles97,Personal Development,Substack,Instagram,27009,Micro,0.4648,468.4,1.2,2545,Romania,45+,Mixed,3.9,2025-03-19
CRE0398,gwelch,Business & Entrepreneurship,YouTube,Instagram,89423,Micro,0.0427,1171.23,7.5,4215,Paraguay,45+,Female,3.8,2025-05-20
CRE0399,dwayne54,Technology & Software,TikTok,Substack,318079,Mid,0.074,1429.58,2.5,8042,Trinidad and Tobago,18-24,Male,1.5,2020-08-21
CRE0400,juan43,Personal Development,YouTube,TikTok,40279,Micro,0.0208,356.0,1.9,4245,Saint Kitts and Nevis,25-34,Mixed,5.5,2022-11-15
CRE0401,christopher85,Food & Cooking,Substack,Instagram,453628,Mid,0.257,17535.81,6.4,41504,Venezuela,35-44,Mixed,1.9,2024-12-11
CRE0402,tparker,Language Learning,TikTok,LinkedIn,788401,Macro,0.0668,15668.37,6.8,58029,Slovakia (Slovak Republic),45+,Mixed,2.9,2020-11-30
CRE0403,eddie64,Pet Care,Instagram,Twitter/X,82120,Micro,0.0422,1356.51,7.7,1644,Brazil,18-24,Male,4.6,2024-01-09
CRE0404,brittanyhardy,Beauty & Fashion,TikTok,LinkedIn,4635,Nano,0.0538,29.57,0.7,587,Lebanon,35-44,Mixed,4.1,2024-08-13
CRE0405,karen29,Beauty & Fashion,YouTube,TikTok,6827,Nano,0.0452,108.01,2.2,856,Andorra,18-24,Mixed,3.4,2020-08-27
CRE0406,gonzalezmark,Travel & Adventure,Substack,Twitter/X,73246,Micro,0.538,1742.61,6.6,2372,Holy See (Vatican City State),35-44,Female,5.4,2024-09-05
CRE0407,ngreen,Comedy & Entertainment,YouTube,Instagram,275316,Mid,0.0272,2159.07,7.0,13620,Latvia,18-24,Mixed,5.7,2022-07-04
CRE0408,wardamy,Technology & Software,TikTok,Instagram,267413,Mid,0.0871,3702.09,3.0,29605,Tuvalu,25-34,Female,5.0,2022-08-16
CRE0409,david99,Language Learning,Twitter/X,Instagram,147229,Mid,0.0209,1057.89,3.0,12052,Chad,18-24,Mixed,3.4,2019-03-04
CRE0410,brenda88,Comedy & Entertainment,Twitter/X,Instagram,465885,Mid,0.0249,1922.42,4.1,21316,Guinea-Bissau,45+,Mixed,4.4,2024-07-05
CRE0411,thomasandrew,Personal Development,Instagram,YouTube,44898,Micro,0.0366,689.44,1.3,3311,Cyprus,35-44,Male,2.1,2022-01-30
CRE0412,hmejia,Finance & Investing,TikTok,Twitter/X,55838,Micro,0.0443,657.66,5.2,4314,North Macedonia,25-34,Female,5.1,2019-12-19
CRE0413,ashleywhite,Travel & Adventure,YouTube,LinkedIn,227427,Mid,0.066,4034.85,0.6,25060,Andorra,18-24,Male,3.7,2018-06-22
CRE0414,fguzman,Parenting & Family,Instagram,Substack,211083,Mid,0.0274,1085.9,6.1,19281,Zambia,25-34,Mixed,5.2,2018-06-04
CRE0415,joseph96,Comedy & Entertainment,Twitter/X,Substack,776194,Macro,0.0235,4639.75,2.5,62440,Solomon Islands,18-24,Female,3.3,2021-04-05
CRE0416,joseph82,Music & Audio Production,YouTube,Twitter/X,7332,Nano,0.042,44.89,4.3,823,Guernsey,35-44,Male,6.2,2024-03-06
CRE0417,garzaricardo,Travel & Adventure,Instagram,Substack,70029,Micro,0.0196,200.8,2.8,5860,Kuwait,25-34,Female,3.1,2022-03-01
CRE0418,nicholas44,Music & Audio Production,Substack,YouTube,75700,Micro,0.3707,1695.65,5.2,10161,Ethiopia,18-24,Mixed,6.7,2020-09-29
CRE0419,juan36,Beauty & Fashion,TikTok,Substack,844421,Macro,0.0789,10887.66,7.0,92251,Chile,45+,Female,4.4,2022-12-31
CRE0420,burkeholly,Home Decor & Interior Design,Twitter/X,Instagram,81071,Micro,0.0274,342.67,4.9,8830,Ethiopia,25-34,Female,2.9,2024-02-03
CRE0421,csmith,Beauty & Fashion,LinkedIn,TikTok,4229823,Mega,0.0357,64120.78,1.0,377659,Malawi,18-24,Female,2.9,2019-11-07
CRE0422,contrerasrobert,Finance & Investing,TikTok,LinkedIn,717076,Macro,0.0931,16078.78,3.8,101387,Mali,35-44,Female,5.7,2019-06-01
CRE0423,stephencalhoun,Beauty & Fashion,Instagram,TikTok,5372,Nano,0.0236,52.88,5.7,358,Serbia,45+,Female,4.0,2024-12-30
CRE0424,jennifersmith,Sustainable Living,Substack,LinkedIn,196456,Mid,0.3355,9001.66,4.1,8112,Swaziland,25-34,Female,3.5,2018-05-21
CRE0425,wlara,Business & Entrepreneurship,LinkedIn,Twitter/X,97993,Micro,0.0376,358.85,7.0,8201,Afghanistan,35-44,Male,6.3,2023-01-05
CRE0426,serranomanuel,Comedy & Entertainment,YouTube,Twitter/X,299425,Mid,0.0385,3816.11,5.1,34889,Albania,18-24,Mixed,1.7,2023-05-05
CRE0427,wheelerchristine,Technology & Software,Instagram,YouTube,307414,Mid,0.038,2491.93,1.9,23714,Malaysia,35-44,Male,3.8,2022-12-15
CRE0428,judybennett,Home Decor & Interior Design,Twitter/X,Instagram,861734,Macro,0.0198,7401.69,4.0,89614,Cape Verde,18-24,Mixed,4.0,2020-03-26
CRE0429,kroberts,Pet Care,Instagram,TikTok,52396,Micro,0.0287,532.94,7.1,1662,Isle of Man,35-44,Mixed,4.9,2020-01-21
CRE0430,cruzsarah,Food & Cooking,YouTube,Instagram,68903,Micro,0.0423,817.8,4.4,4818,Montenegro,25-34,Male,4.3,2018-09-16
CRE0431,terrynatalie,Gaming & Esports,TikTok,YouTube,445783,Mid,0.067,2565.46,3.6,26852,Singapore,45+,Male,4.8,2019-07-15
CRE0432,jessicabrown,Beauty & Fashion,Instagram,Twitter/X,5146,Nano,0.0303,14.23,6.9,466,Cote d'Ivoire,18-24,Mixed,6.3,2020-11-19
CRE0433,cwells,Education & Online Courses,Twitter/X,Instagram,337889,Mid,0.0179,3187.38,7.1,18974,Bermuda,25-34,Female,2.1,2018-11-01
CRE0434,tjohnson,Music & Audio Production,YouTube,Substack,14250,Micro,0.0426,176.18,2.7,1990,Iraq,18-24,Female,3.5,2020-03-20
CRE0435,shannon21,Gaming & Esports,Substack,Instagram,96628,Micro,0.3848,4625.07,7.7,11345,Paraguay,35-44,Female,1.6,2021-07-28
CRE0436,kempdonald,Parenting & Family,TikTok,Twitter/X,930054,Macro,0.0374,3420.5,6.8,26451,Korea,45+,Female,1.7,2021-04-18
CRE0437,elizabeth32,Parenting & Family,Twitter/X,Substack,210019,Mid,0.0172,761.32,7.9,17405,Colombia,35-44,Male,4.7,2021-10-07
CRE0438,levyleslie,Business & Entrepreneurship,Twitter/X,Instagram,426759,Mid,0.0122,2651.98,5.1,36074,Paraguay,45+,Male,5.8,2025-01-19
CRE0439,karenramos,Photography & Videography,Substack,YouTube,35369,Micro,0.4797,1692.48,6.0,1660,Gabon,45+,Male,1.3,2022-02-20
CRE0440,chad92,Pet Care,Substack,TikTok,93967,Micro,0.4503,2074.54,2.4,2708,Tajikistan,35-44,Mixed,4.3,2018-04-15
CRE0441,christopher74,Food & Cooking,Substack,Instagram,61910,Micro,0.4201,737.74,2.0,7949,France,45+,Male,5.8,2025-06-16
CRE0442,delgadoeric,Beauty & Fashion,LinkedIn,Substack,70374,Micro,0.0148,882.27,7.2,5638,Vietnam,45+,Mixed,1.3,2024-01-23
CRE0443,danieljacobson,Home Decor & Interior Design,Twitter/X,TikTok,265414,Mid,0.0189,2453.29,6.5,35948,Pakistan,35-44,Female,6.8,2021-05-12
CRE0444,joshuamorse,Finance & Investing,TikTok,Instagram,3627776,Mega,0.0588,42300.8,4.8,256279,United States Minor Outlying Islands,18-24,Male,5.2,2021-09-29
CRE0445,petersenmatthew,Technology & Software,TikTok,LinkedIn,360599,Mid,0.0724,6399.86,2.1,21384,Oman,18-24,Male,5.7,2020-06-25
CRE0446,ashley74,Travel & Adventure,LinkedIn,Instagram,353054,Mid,0.02,4681.31,1.9,49453,Poland,35-44,Male,1.9,2019-04-27
CRE0447,stephanie49,Personal Development,Substack,Twitter/X,1860617,Mega,0.4262,89454.19,1.4,112432,Kiribati,18-24,Mixed,6.1,2019-03-12
CRE0448,robertkline,Parenting & Family,LinkedIn,TikTok,554055,Macro,0.0168,4663.12,0.7,65713,Bhutan,25-34,Male,2.2,2021-06-06
CRE0449,aandrews,Business & Entrepreneurship,Twitter/X,YouTube,67817,Micro,0.0177,285.36,0.6,6848,Libyan Arab Jamahiriya,18-24,Female,4.3,2024-05-18
CRE0450,moorebrenda,Parenting & Family,TikTok,Instagram,47128,Micro,0.0474,537.73,1.0,4699,American Samoa,35-44,Mixed,3.7,2019-09-04
CRE0451,sandovalsara,Finance & Investing,LinkedIn,Instagram,526453,Macro,0.027,4188.52,5.8,71526,British Indian Ocean Territory (Chagos Archipelago),45+,Mixed,3.1,2021-12-11
CRE0452,ethan89,Education & Online Courses,Substack,LinkedIn,379699,Mid,0.4777,6109.96,4.8,12180,Haiti,45+,Female,3.7,2025-06-11
CRE0453,cterry,Language Learning,LinkedIn,TikTok,39333,Micro,0.0349,243.04,3.4,4363,North Macedonia,35-44,Male,3.7,2018-07-22
CRE0454,ashley55,Travel & Adventure,LinkedIn,Instagram,72737,Micro,0.0375,661.33,2.6,4751,Bolivia,25-34,Mixed,1.6,2019-06-02
CRE0455,matthew87,Parenting & Family,Twitter/X,Substack,258396,Mid,0.0141,1808.61,2.3,10509,American Samoa,45+,Male,1.4,2020-07-20
CRE0456,angelaknight,Science & Space,LinkedIn,Instagram,279411,Mid,0.0234,2567.08,1.8,29910,Monaco,45+,Female,4.6,2023-05-30
CRE0457,elizabethbrandt,Parenting & Family,Twitter/X,YouTube,68355,Micro,0.0267,233.5,5.6,6666,Falkland Islands (Malvinas),45+,Male,4.0,2025-08-15
CRE0458,robinsonkeith,Technology & Software,YouTube,Instagram,28208,Micro,0.0668,511.57,6.2,2987,Burundi,45+,Mixed,2.7,2025-02-13
CRE0459,ashley44,Language Learning,Instagram,Twitter/X,51497,Micro,0.0293,585.66,5.9,7156,United States of America,18-24,Mixed,1.0,2023-12-10
CRE0460,hodgesjeffrey,Comedy & Entertainment,Instagram,Substack,532721,Macro,0.0528,4633.46,7.8,10712,Angola,35-44,Female,6.2,2018-07-26
CRE0461,margaret07,Photography & Videography,LinkedIn,Twitter/X,306710,Mid,0.0166,2167.32,4.6,32549,Honduras,45+,Female,2.1,2022-07-13
CRE0462,michele58,Music & Audio Production,LinkedIn,YouTube,97826,Micro,0.0166,371.34,1.0,2156,Cyprus,45+,Mixed,3.6,2019-09-28
CRE0463,christine29,Travel & Adventure,Instagram,Twitter/X,318028,Mid,0.0492,4248.61,5.2,25146,Svalbard & Jan Mayen Islands,45+,Mixed,5.9,2022-07-13
CRE0464,bradybrianna,Music & Audio Production,Instagram,Twitter/X,89242,Micro,0.0179,218.25,6.9,4531,Mexico,35-44,Male,6.6,2024-09-05
CRE0465,dawsontonya,Music & Audio Production,YouTube,Instagram,3382992,Mega,0.0286,33945.81,1.6,389274,Dominican Republic,35-44,Male,4.1,2024-02-01
CRE0466,michelle91,Travel & Adventure,Instagram,YouTube,488857,Mid,0.0361,5746.74,5.6,44043,Anguilla,35-44,Mixed,1.3,2022-01-26
CRE0467,longjose,Pet Care,YouTube,LinkedIn,368783,Mid,0.053,2999.0,7.7,45643,Sudan,35-44,Female,1.2,2024-12-01
CRE0468,richard75,Home Decor & Interior Design,Substack,LinkedIn,236547,Mid,0.3518,2793.82,4.8,22347,Ghana,35-44,Mixed,4.7,2021-06-07
CRE0469,claytonweaver,Sustainable Living,YouTube,LinkedIn,20074,Micro,0.0458,97.33,2.6,1072,United States of America,18-24,Mixed,2.0,2024-11-07
CRE0470,steven84,Beauty & Fashion,Substack,Instagram,191959,Mid,0.3625,4095.05,4.1,23787,Guyana,18-24,Male,6.9,2019-11-05
CRE0471,lisa82,Beauty & Fashion,LinkedIn,Instagram,316503,Mid,0.0257,2546.94,2.1,36545,Bulgaria,35-44,Female,4.9,2019-07-09
CRE0472,brooke61,Technology & Software,Instagram,Substack,349682,Mid,0.0273,2231.81,2.3,38065,Colombia,45+,Male,2.6,2024-03-01
CRE0473,wilsonsteve,Science & Space,YouTube,Instagram,68827,Micro,0.0323,664.96,1.2,6130,Madagascar,35-44,Male,4.7,2025-07-12
CRE0474,angelasmith,Business & Entrepreneurship,TikTok,Substack,22881,Micro,0.0706,177.74,3.4,2757,Marshall Islands,25-34,Mixed,5.0,2020-05-27
CRE0475,mhowell,Personal Development,TikTok,YouTube,194328,Mid,0.059,644.15,0.6,6354,Western Sahara,18-24,Mixed,3.7,2020-09-04
CRE0476,imartin,Home Decor & Interior Design,TikTok,YouTube,13106,Micro,0.0624,174.4,7.5,1380,Liberia,25-34,Mixed,4.8,2019-07-25
CRE0477,fcastro,Travel & Adventure,Twitter/X,Instagram,96034,Micro,0.0208,1163.8,7.2,10605,Suriname,35-44,Male,3.8,2019-01-25
CRE0478,castillolori,Language Learning,TikTok,LinkedIn,462923,Mid,0.0341,6849.63,2.4,56242,Bouvet Island (Bouvetoya),35-44,Female,3.3,2021-12-12
CRE0479,tiffanyjohnson,Technology & Software,TikTok,Instagram,2110084,Mega,0.063,40565.48,5.1,91150,Iceland,45+,Female,1.9,2023-01-20
CRE0480,mcarlson,Education & Online Courses,Twitter/X,YouTube,331515,Mid,0.022,3702.32,0.8,9664,Kenya,35-44,Male,1.1,2023-10-19
CRE0481,francolacey,Beauty & Fashion,Substack,LinkedIn,119836,Mid,0.3957,5346.57,4.8,10425,Serbia,45+,Male,3.6,2019-01-02
CRE0482,kenneth78,Pet Care,Instagram,Substack,8898,Nano,0.0279,36.55,7.5,593,Kazakhstan,35-44,Male,1.3,2025-06-22
CRE0483,lrodriguez,Travel & Adventure,TikTok,Instagram,278290,Mid,0.0775,4774.21,1.8,6988,Uzbekistan,45+,Mixed,2.1,2022-08-04
CRE0484,rkoch,Food & Cooking,Substack,LinkedIn,355067,Mid,0.5225,6296.29,6.0,13560,Afghanistan,25-34,Female,5.3,2024-11-12
CRE0485,ralvarado,Photography & Videography,LinkedIn,Twitter/X,80851,Micro,0.0195,1125.54,7.7,1789,Slovenia,35-44,Female,3.0,2018-09-12
CRE0486,vroberts,Comedy & Entertainment,YouTube,Twitter/X,95701,Micro,0.0289,1069.91,7.6,12740,Turkey,25-34,Mixed,4.5,2019-01-10
CRE0487,osimmons,Technology & Software,Substack,Instagram,95699,Micro,0.7422,6595.89,5.8,3537,Saint Barthelemy,25-34,Mixed,1.3,2021-08-30
CRE0488,kristi82,Food & Cooking,LinkedIn,YouTube,409876,Mid,0.027,1374.01,1.4,39900,Tuvalu,25-34,Female,5.8,2022-12-30
CRE0489,lisadavenport,Parenting & Family,Substack,TikTok,269992,Mid,0.5987,14070.63,6.8,33236,Brunei Darussalam,18-24,Mixed,2.0,2018-12-04
CRE0490,annawatson,Food & Cooking,TikTok,LinkedIn,64415,Micro,0.0788,423.9,4.7,4961,Greenland,18-24,Female,1.6,2025-04-22
CRE0491,joseph71,Comedy & Entertainment,Instagram,Substack,8978,Nano,0.0361,137.6,7.2,665,French Guiana,45+,Mixed,1.8,2019-10-28
CRE0492,diazdavid,Business & Entrepreneurship,Twitter/X,Substack,225437,Mid,0.0204,3089.07,5.7,21983,Benin,45+,Mixed,6.7,2025-04-01
CRE0493,sanderserin,Home Decor & Interior Design,TikTok,YouTube,392400,Mid,0.0608,4607.4,5.1,51857,United States Virgin Islands,25-34,Male,5.6,2025-08-11
CRE0494,sharon38,Education & Online Courses,TikTok,Twitter/X,24769,Micro,0.069,417.18,4.2,1009,Trinidad and Tobago,18-24,Female,4.9,2021-05-31
CRE0495,mscott,Education & Online Courses,LinkedIn,YouTube,90847,Micro,0.0293,285.81,7.4,3894,Sudan,18-24,Male,4.1,2019-01-05
CRE0496,maryknight,Photography & Videography,Substack,Instagram,403962,Mid,0.236,7139.09,6.1,55257,Egypt,25-34,Female,3.0,2019-04-26
CRE0497,dyoung,Photography & Videography,Substack,LinkedIn,204834,Mid,0.3824,6630.18,0.9,15703,Turks and Caicos Islands,25-34,Mixed,3.7,2022-07-24
CRE0498,campbelltim,Music & Audio Production,Instagram,LinkedIn,201793,Mid,0.0402,2353.9,2.0,7373,Montenegro,18-24,Male,1.8,2023-06-09
CRE0499,karen40,Language Learning,LinkedIn,Substack,55033,Micro,0.0262,247.8,7.3,5236,Lao People's Democratic Republic,25-34,Female,3.5,2024-01-26
CRE0500,xanderson,Sustainable Living,Instagram,Twitter/X,342621,Mid,0.0436,2357.54,6.0,17838,Heard Island and McDonald Islands,35-44,Male,4.5,2024-11-07
CRE0501,morenohunter,Beauty & Fashion,Twitter/X,Substack,719032,Macro,0.0217,5868.63,0.8,64026,Bahamas,45+,Mixed,5.9,2023-04-17
CRE0502,meyerscharles,Sustainable Living,Instagram,Twitter/X,11628,Micro,0.0346,139.79,7.6,433,Cote d'Ivoire,35-44,Female,4.9,2019-03-27
CRE0503,estradatina,Finance & Investing,LinkedIn,YouTube,184831,Mid,0.0207,2113.31,7.8,14839,Guadeloupe,25-34,Mixed,3.4,2022-05-16
CRE0504,charlesparker,Language Learning,Substack,TikTok,428888,Mid,0.1947,3421.45,4.5,25114,Nicaragua,35-44,Mixed,6.7,2024-04-19
CRE0505,conleyleah,Education & Online Courses,Substack,TikTok,54000,Micro,0.4459,3376.25,7.2,1858,Belize,35-44,Male,4.7,2022-04-26
CRE0506,antoniodickerson,Music & Audio Production,Instagram,TikTok,469556,Mid,0.0315,1648.67,1.5,29835,Qatar,18-24,Mixed,3.9,2024-09-21
CRE0507,danielle40,Education & Online Courses,Substack,TikTok,268015,Mid,0.3859,11463.06,0.9,18349,Bouvet Island (Bouvetoya),45+,Male,4.0,2019-08-05
CRE0508,nicole14,Sustainable Living,Substack,LinkedIn,379369,Mid,0.5351,26489.88,5.2,47037,Central African Republic,18-24,Female,6.4,2023-05-09
CRE0509,terri27,Travel & Adventure,YouTube,LinkedIn,33437,Micro,0.0328,137.37,1.3,1311,Angola,25-34,Female,4.1,2025-04-02
CRE0510,lisa84,Finance & Investing,TikTok,Instagram,457775,Mid,0.1038,6917.18,4.1,34157,Central African Republic,18-24,Male,2.1,2018-06-19
CRE0511,robertharris,Photography & Videography,Twitter/X,LinkedIn,315845,Mid,0.0123,3500.21,5.0,34930,Isle of Man,45+,Male,2.8,2019-09-12
CRE0512,daniel53,Home Decor & Interior Design,Instagram,LinkedIn,218899,Mid,0.0277,1912.69,6.3,5724,Algeria,35-44,Male,3.7,2020-01-31
CRE0513,georgeallen,Gaming & Esports,Substack,Instagram,195567,Mid,0.7045,14047.68,1.7,6883,Uruguay,35-44,Mixed,1.8,2021-02-19
CRE0514,brookslauren,Music & Audio Production,Instagram,LinkedIn,14546,Micro,0.0316,165.69,1.6,1138,Holy See (Vatican City State),25-34,Mixed,2.8,2018-07-01
CRE0515,javier69,Comedy & Entertainment,LinkedIn,Substack,340145,Mid,0.0289,5130.49,7.8,21451,Guatemala,35-44,Male,6.4,2024-08-25
CRE0516,jacobsterri,Beauty & Fashion,Twitter/X,YouTube,331790,Mid,0.0185,2117.95,6.0,45462,Norway,25-34,Mixed,4.3,2021-09-02
CRE0517,millerandrew,Finance & Investing,LinkedIn,Instagram,215534,Mid,0.0219,670.07,4.9,10535,American Samoa,35-44,Female,1.1,2024-04-03
CRE0518,kaitlynsweeney,Language Learning,Substack,LinkedIn,145810,Mid,0.4698,9769.17,2.0,8939,Trinidad and Tobago,18-24,Mixed,3.2,2019-11-16
CRE0519,summerslaura,Science & Space,TikTok,Substack,11597,Micro,0.0564,213.58,1.2,1329,Ghana,45+,Mixed,7.0,2023-03-07
CRE0520,michael21,Home Decor & Interior Design,Instagram,Twitter/X,970665,Macro,0.0445,8749.94,1.5,93507,Aruba,18-24,Female,2.2,2023-07-17
