campaign_id,creator_id,campaign_type,niche,email_list_size,emails_sent,open_rate,click_rate,conversion_rate,unsubscribe_rate,revenue_generated_usd,revenue_per_email_usd,ai_generated_copy,send_date,send_day_of_week,subject_line_length,has_emoji_in_subject,sequence_number
EML0344,CRE0163,Promotional Offer,Food & Cooking,14881,13983,0.193,0.054,0.0097,0.0069,4047.84,2.61,True,2026-03-08,Wednesday,41,False,3
EML0345,CRE0002,Product Launch,Finance & Investing,10023,9776,0.531,0.083,0.0138,0.0046,16123.64,3.65,True,2025-11-18,Thursday,71,False,3
EML0346,CRE0146,Promotional Offer,Home Decor & Interior Design,14433,14211,0.277,0.083,0.0103,0.0056,4479.69,1.35,False,2026-01-06,Monday,55,False,2
EML0347,CRE0398,Promotional Offer,Technology & Software,12723,11748,0.186,0.029,0.0034,0.0033,3170.61,4.62,False,2025-06-10,Thursday,56,False,3
EML0348,CRE0587,Promotional Offer,Pet Care,3007,2899,0.314,0.056,0.0101,0.0129,4298.74,8.13,False,2025-08-10,Tuesday,48,True,3
EML0349,CRE0178,Product Launch,Gaming & Esports,8325,8210,0.489,0.09,0.0131,0.007,11870.82,3.24,False,2025-05-19,Tuesday,58,False,1
EML0350,CRE0379,Abandoned Cart Recovery,Language Learning,4704,4603,0.435,0.049,0.0059,0.0029,9465.09,9.44,False,2025-07-22,Friday,56,True,4
EML0351,CRE0029,New Content Alert,Music & Audio Production,11154,11123,0.236,0.072,0.014,0.0125,0.0,0.0,False,2026-01-20,Thursday,55,False,5
EML0352,CRE0562,Re-engagement,Home Decor & Interior Design,438,409,0.179,0.018,0.001,0.0135,0.0,0.0,False,2025-11-10,Wednesday,45,False,3
EML0353,CRE0589,Product Launch,Science & Space,3563,3333,0.395,0.104,0.0127,0.0024,4186.13,2.86,False,2025-05-30,Monday,32,True,4
EML0354,CRE0107,Promotional Offer,Comedy & Entertainment,5288,4939,0.282,0.096,0.0049,0.0061,8489.19,5.93,True,2025-07-21,Tuesday,48,False,3
EML0355,CRE0053,New Content Alert,Sustainable Living,5056,4843,0.229,0.073,0.0104,0.0128,0.0,0.0,True,2025-08-17,Thursday,65,True,2
EML0356,CRE0097,Abandoned Cart Recovery,Beauty & Fashion,8960,8608,0.619,0.141,0.0072,0.0079,11886.7,1.52,False,2025-04-13,Wednesday,75,False,5
EML0357,CRE0089,New Content Alert,Food & Cooking,11709,11506,0.388,0.051,0.0062,0.0043,0.0,0.0,True,2025-06-16,Thursday,40,False,4
EML0358,CRE0069,Product Launch,Language Learning,12065,11258,0.313,0.043,0.0071,0.0091,10603.6,6.53,True,2025-08-08,Thursday,36,False,3
EML0359,CRE0429,Weekly Newsletter,Personal Development,6793,6591,0.335,0.053,0.006,0.0033,0.0,0.0,True,2026-02-15,Tuesday,57,False,5
EML0360,CRE0194,Re-engagement,Gaming & Esports,946,899,0.168,0.057,0.0072,0.0025,0.0,0.0,True,2025-06-24,Tuesday,50,True,1
EML0361,CRE0579,Weekly Newsletter,Music & Audio Production,9367,8838,0.306,0.058,0.0086,0.0061,0.0,0.0,True,2025-04-22,Wednesday,52,True,1
EML0362,CRE0133,Abandoned Cart Recovery,Food & Cooking,4887,4882,0.417,0.043,0.006,0.0066,1559.79,1.78,False,2025-05-22,Monday,52,False,1
EML0363,CRE0049,Abandoned Cart Recovery,Comedy & Entertainment,3379,3185,0.382,0.107,0.0155,0.0126,10330.87,7.48,False,2025-05-17,Friday,43,True,2
EML0364,CRE0179,Promotional Offer,Finance & Investing,6164,5678,0.18,0.06,0.0072,0.0057,4253.9,6.39,True,2025-08-12,Thursday,51,False,2
EML0365,CRE0508,New Content Alert,Technology & Software,1424,1319,0.43,0.073,0.0085,0.0127,0.0,0.0,True,2025-09-26,Wednesday,66,False,2
EML0366,CRE0149,Re-engagement,Beauty & Fashion,12100,11288,0.238,0.069,0.013,0.0019,0.0,0.0,False,2025-04-16,Tuesday,49,False,2
EML0367,CRE0570,Abandoned Cart Recovery,Finance & Investing,11403,11248,0.559,0.093,0.0056,0.013,42445.04,7.16,True,2025-11-23,Monday,43,True,5
EML0368,CRE0379,New Content Alert,Language Learning,4619,4461,0.42,0.091,0.0163,0.0073,0.0,0.0,True,2026-02-04,Thursday,32,False,3
EML0369,CRE0037,Product Launch,Education & Online Courses,9506,8985,0.306,0.067,0.0101,0.0032,9997.96,5.13,True,2025-04-19,Friday,33,False,4
EML0370,CRE0517,Re-engagement,Comedy & Entertainment,4432,4279,0.237,0.061,0.0047,0.0012,0.0,0.0,True,2025-12-19,Monday,74,True,1
EML0371,CRE0442,Promotional Offer,Photography & Videography,5664,5481,0.2,0.054,0.0046,0.0018,2116.52,3.46,False,2025-10-22,Monday,43,True,1
EML0372,CRE0133,Promotional Offer,Business & Entrepreneurship,4785,4434,0.295,0.1,0.0125,0.0148,16854.21,11.94,False,2025-09-01,Thursday,52,False,1
EML0373,CRE0405,Abandoned Cart Recovery,Technology & Software,1924,1815,0.361,0.038,0.0072,0.0144,1277.44,4.84,False,2025-09-06,Monday,41,True,2
EML0374,CRE0555,Abandoned Cart Recovery,Parenting & Family,807,753,0.503,0.081,0.0152,0.0142,384.69,1.17,True,2025-04-28,Wednesday,64,False,4
EML0375,CRE0306,Product Launch,Travel & Adventure,7734,7313,0.29,0.083,0.0136,0.0024,10033.88,5.39,True,2025-12-13,Wednesday,41,True,2
EML0376,CRE0476,Abandoned Cart Recovery,Language Learning,5379,5108,0.419,0.074,0.0109,0.0106,6754.64,4.05,False,2025-08-25,Thursday,52,False,4
EML0377,CRE0371,Weekly Newsletter,Business & Entrepreneurship,3608,3598,0.35,0.084,0.0148,0.0113,0.0,0.0,True,2025-07-16,Friday,32,False,1
EML0378,CRE0417,Abandoned Cart Recovery,Pet Care,6596,6141,0.475,0.108,0.0083,0.0126,40063.58,11.84,False,2026-01-11,Wednesday,71,True,3
EML0379,CRE0331,Product Launch,Science & Space,12804,11792,0.468,0.159,0.0297,0.0018,61072.64,6.41,True,2025-04-25,Wednesday,62,True,4
EML0380,CRE0502,Re-engagement,Parenting & Family,12908,12200,0.18,0.057,0.0063,0.0037,0.0,0.0,True,2025-11-26,Monday,71,True,3
EML0381,CRE0159,Re-engagement,Beauty & Fashion,13980,12993,0.188,0.046,0.0042,0.0048,0.0,0.0,True,2026-02-19,Monday,51,True,2
EML0382,CRE0352,Abandoned Cart Recovery,Business & Entrepreneurship,7283,7047,0.34,0.054,0.0063,0.0021,15109.89,11.3,True,2025-04-17,Tuesday,63,True,1
EML0383,CRE0488,Abandoned Cart Recovery,Music & Audio Production,6123,5819,0.408,0.117,0.0141,0.007,29988.7,10.26,True,2026-02-08,Thursday,64,True,2
EML0384,CRE0389,Product Launch,Personal Development,7463,6912,0.517,0.141,0.0248,0.0055,46024.96,8.46,True,2025-09-03,Friday,51,True,3
EML0385,CRE0160,Abandoned Cart Recovery,Gaming & Esports,3407,3293,0.539,0.056,0.0035,0.0148,1974.47,1.92,True,2025-07-07,Friday,55,False,3
EML0386,CRE0437,New Content Alert,Science & Space,8613,7941,0.301,0.045,0.0038,0.0122,0.0,0.0,False,2025-03-24,Thursday,45,False,5
EML0387,CRE0006,Product Launch,Photography & Videography,6643,6128,0.287,0.062,0.0094,0.0067,4527.27,3.83,False,2025-06-19,Wednesday,56,True,2
EML0388,CRE0021,New Content Alert,Business & Entrepreneurship,14569,13580,0.3,0.039,0.0063,0.004,0.0,0.0,True,2026-02-19,Tuesday,54,False,4
EML0389,CRE0527,New Content Alert,Finance & Investing,13466,13125,0.282,0.052,0.0033,0.0095,0.0,0.0,True,2025-06-21,Wednesday,58,False,4
EML0390,CRE0561,New Content Alert,Sustainable Living,1373,1279,0.275,0.045,0.0029,0.0054,0.0,0.0,True,2026-03-12,Thursday,59,True,1
EML0391,CRE0347,New Content Alert,Pet Care,8330,8223,0.415,0.079,0.0094,0.003,0.0,0.0,True,2025-06-26,Tuesday,50,True,4
EML0392,CRE0334,Weekly Newsletter,Sustainable Living,8204,8114,0.356,0.04,0.0065,0.0069,0.0,0.0,True,2025-07-11,Tuesday,35,True,2
EML0393,CRE0511,Re-engagement,Science & Space,2699,2548,0.16,0.046,0.0075,0.0051,0.0,0.0,False,2025-06-06,Thursday,30,False,2
EML0394,CRE0578,Weekly Newsletter,Comedy & Entertainment,10629,10622,0.365,0.069,0.0057,0.0067,0.0,0.0,True,2025-05-20,Tuesday,54,False,3
EML0395,CRE0069,Weekly Newsletter,Comedy & Entertainment,14031,13693,0.29,0.038,0.005,0.007,0.0,0.0,True,2025-07-12,Friday,35,True,5
EML0396,CRE0008,Abandoned Cart Recovery,Food & Cooking,6585,6395,0.354,0.113,0.009,0.0027,21178.42,8.04,True,2025-07-22,Friday,45,True,1
EML0397,CRE0015,New Content Alert,Travel & Adventure,14599,13830,0.237,0.038,0.006,0.0134,0.0,0.0,False,2025-03-21,Wednesday,56,True,5
EML0398,CRE0035,New Content Alert,Education & Online Courses,12006,11915,0.313,0.055,0.005,0.0057,0.0,0.0,True,2026-02-01,Thursday,47,False,4
EML0399,CRE0261,Re-engagement,Business & Entrepreneurship,5800,5380,0.181,0.053,0.009,0.0066,0.0,0.0,False,2025-09-17,Thursday,68,True,1
EML0400,CRE0483,Re-engagement,Sustainable Living,5249,5220,0.25,0.052,0.0033,0.0104,0.0,0.0,True,2025-08-26,Monday,40,False,4
EML0401,CRE0440,Product Launch,Sustainable Living,274,265,0.398,0.129,0.0092,0.0043,1664.21,11.83,True,2025-03-25,Tuesday,72,True,2
EML0402,CRE0262,New Content Alert,Science & Space,2288,2276,0.41,0.077,0.0088,0.0125,0.0,0.0,False,2025-09-10,Friday,39,False,2
EML0403,CRE0372,Weekly Newsletter,Education & Online Courses,4737,4464,0.316,0.091,0.0132,0.0121,0.0,0.0,False,2025-08-14,Tuesday,34,True,5
EML0404,CRE0067,Abandoned Cart Recovery,Education & Online Courses,780,763,0.498,0.137,0.0249,0.0024,1660.35,3.12,True,2026-02-05,Wednesday,42,False,2
EML0405,CRE0477,Re-engagement,Science & Space,14334,14110,0.15,0.045,0.0072,0.0081,0.0,0.0,True,2025-06-30,Friday,67,True,4
EML0406,CRE0214,New Content Alert,Comedy & Entertainment,13233,12777,0.256,0.08,0.0145,0.0108,0.0,0.0,True,2025-10-03,Tuesday,72,True,4
EML0407,CRE0188,Abandoned Cart Recovery,Gaming & Esports,2301,2286,0.41,0.084,0.0103,0.0142,2504.19,3.16,True,2025-12-22,Tuesday,36,True,4
EML0408,CRE0523,Re-engagement,Beauty & Fashion,8246,7751,0.225,0.064,0.0079,0.0071,0.0,0.0,False,2025-08-01,Monday,60,True,1
EML0409,CRE0293,Promotional Offer,Personal Development,12546,11677,0.325,0.044,0.0071,0.0036,4180.2,2.33,True,2025-12-18,Monday,59,False,5
EML0410,CRE0007,Promotional Offer,Personal Development,1936,1851,0.195,0.029,0.0015,0.0063,1192.25,10.89,True,2025-07-15,Wednesday,64,False,4
EML0411,CRE0596,Abandoned Cart Recovery,Gaming & Esports,9461,9437,0.588,0.142,0.0114,0.0048,36100.97,4.57,False,2025-09-23,Wednesday,42,True,3
EML0412,CRE0593,Abandoned Cart Recovery,Parenting & Family,3121,2961,0.548,0.059,0.0038,0.0135,9212.92,9.13,True,2025-11-13,Tuesday,58,False,3
EML0413,CRE0578,New Content Alert,Sustainable Living,7220,6764,0.306,0.062,0.0092,0.0034,0.0,0.0,True,2026-03-11,Thursday,47,False,1
EML0414,CRE0070,Promotional Offer,Food & Cooking,5079,4919,0.3,0.087,0.0161,0.0105,6588.33,4.97,False,2026-02-21,Monday,61,True,1
EML0415,CRE0031,Weekly Newsletter,Business & Entrepreneurship,7308,6962,0.352,0.093,0.0174,0.0145,0.0,0.0,False,2025-08-30,Tuesday,41,True,3
EML0416,CRE0592,Weekly Newsletter,Education & Online Courses,5718,5539,0.297,0.043,0.0076,0.0135,0.0,0.0,True,2025-05-03,Friday,50,False,3
EML0417,CRE0541,Re-engagement,Food & Cooking,12033,11847,0.18,0.019,0.0014,0.0138,0.0,0.0,True,2026-01-11,Wednesday,50,False,3
EML0418,CRE0465,Weekly Newsletter,Education & Online Courses,10273,10166,0.386,0.11,0.0208,0.0117,0.0,0.0,True,2025-07-13,Thursday,51,False,4
EML0419,CRE0187,Re-engagement,Photography & Videography,3513,3237,0.226,0.036,0.0047,0.0111,0.0,0.0,False,2025-06-17,Friday,39,False,1
EML0420,CRE0019,Re-engagement,Sustainable Living,14773,14071,0.191,0.036,0.0028,0.0086,0.0,0.0,True,2025-09-29,Wednesday,52,False,3
EML0421,CRE0599,Abandoned Cart Recovery,Education & Online Courses,3843,3646,0.426,0.067,0.0095,0.0106,7162.55,6.53,True,2025-10-22,Friday,49,False,3
EML0422,CRE0198,Abandoned Cart Recovery,Sustainable Living,2044,1988,0.505,0.158,0.0308,0.0148,7485.87,4.59,False,2026-01-31,Friday,70,True,3
EML0423,CRE0334,New Content Alert,Personal Development,5864,5670,0.352,0.114,0.0107,0.007,0.0,0.0,False,2025-09-07,Monday,32,False,3
EML0424,CRE0060,Product Launch,Language Learning,14230,13229,0.511,0.165,0.0159,0.0012,37913.76,3.16,True,2025-05-07,Wednesday,64,False,4
EML0425,CRE0060,Weekly Newsletter,Gaming & Esports,689,639,0.23,0.058,0.0092,0.0096,0.0,0.0,True,2025-11-12,Monday,70,True,4
EML0426,CRE0450,Re-engagement,Home Decor & Interior Design,9043,8842,0.225,0.039,0.0057,0.0074,0.0,0.0,True,2025-07-21,Thursday,61,False,4
EML0427,CRE0185,New Content Alert,Photography & Videography,1534,1460,0.319,0.094,0.016,0.0137,0.0,0.0,True,2025-12-04,Wednesday,39,True,1
EML0428,CRE0151,Product Launch,Beauty & Fashion,12388,12386,0.325,0.053,0.0056,0.0101,14168.65,6.64,True,2025-11-26,Thursday,71,True,5
EML0429,CRE0469,Product Launch,Language Learning,11068,10437,0.358,0.057,0.0056,0.0012,4810.68,2.13,False,2026-01-27,Tuesday,52,True,2
EML0430,CRE0558,Weekly Newsletter,Music & Audio Production,6495,6409,0.373,0.083,0.013,0.0116,0.0,0.0,True,2025-03-27,Monday,75,False,3
EML0431,CRE0097,New Content Alert,Personal Development,1628,1614,0.231,0.024,0.0017,0.0044,0.0,0.0,True,2025-03-30,Monday,58,False,5
EML0432,CRE0463,Product Launch,Food & Cooking,1211,1127,0.463,0.066,0.0102,0.0106,1620.85,4.38,False,2025-10-20,Friday,56,True,1
EML0433,CRE0430,New Content Alert,Parenting & Family,334,309,0.285,0.09,0.0153,0.0027,0.0,0.0,False,2025-10-22,Thursday,64,True,1
EML0434,CRE0268,Promotional Offer,Business & Entrepreneurship,12395,11697,0.326,0.047,0.0063,0.0144,11034.13,5.81,True,2026-03-13,Friday,47,True,5
EML0435,CRE0021,New Content Alert,Beauty & Fashion,11892,11452,0.317,0.1,0.0078,0.0089,0.0,0.0,True,2025-07-23,Tuesday,32,True,2
EML0436,CRE0143,New Content Alert,Home Decor & Interior Design,10133,10051,0.442,0.141,0.0092,0.014,0.0,0.0,True,2025-09-12,Tuesday,62,True,1
EML0437,CRE0197,Weekly Newsletter,Food & Cooking,12379,12057,0.364,0.125,0.018,0.0137,0.0,0.0,True,2026-01-26,Tuesday,33,True,3
EML0438,CRE0518,Re-engagement,Technology & Software,13818,13082,0.171,0.035,0.0054,0.0041,0.0,0.0,False,2025-11-03,Monday,54,False,1
EML0439,CRE0507,Re-engagement,Food & Cooking,1768,1739,0.149,0.044,0.0024,0.0016,0.0,0.0,False,2025-10-10,Monday,74,True,2
EML0440,CRE0210,Re-engagement,Finance & Investing,7372,7075,0.24,0.044,0.0032,0.0069,0.0,0.0,True,2025-03-30,Wednesday,60,False,2
EML0441,CRE0375,Product Launch,Pet Care,11728,11201,0.272,0.03,0.0053,0.014,3828.02,4.0,True,2026-03-06,Wednesday,44,True,5
EML0442,CRE0143,New Content Alert,Music & Audio Production,12551,12331,0.37,0.077,0.0054,0.0099,0.0,0.0,True,2025-07-14,Monday,39,True,3
EML0443,CRE0017,Product Launch,Personal Development,3002,2820,0.53,0.102,0.009,0.0011,18971.48,11.69,False,2025-06-16,Monday,56,False,4
EML0444,CRE0440,Promotional Offer,Food & Cooking,3143,3132,0.25,0.08,0.0068,0.0146,3620.74,5.76,True,2026-03-12,Tuesday,32,False,4
EML0445,CRE0391,Abandoned Cart Recovery,Travel & Adventure,10694,10406,0.58,0.172,0.0277,0.0092,119698.71,11.22,True,2025-03-30,Wednesday,70,True,1
EML0446,CRE0380,Abandoned Cart Recovery,Education & Online Courses,14745,13936,0.572,0.076,0.0052,0.0051,65766.05,10.26,False,2025-10-01,Thursday,41,True,1
EML0447,CRE0028,Weekly Newsletter,Personal Development,6906,6442,0.377,0.059,0.0085,0.0147,0.0,0.0,True,2025-12-07,Wednesday,49,False,1
EML0448,CRE0412,Re-engagement,Food & Cooking,6018,5805,0.234,0.074,0.0057,0.0031,0.0,0.0,False,2025-09-17,Friday,70,False,2
EML0449,CRE0024,Weekly Newsletter,Gaming & Esports,670,666,0.318,0.044,0.0048,0.0064,0.0,0.0,True,2026-01-06,Tuesday,44,False,3
EML0450,CRE0359,New Content Alert,Language Learning,9599,9338,0.43,0.068,0.0083,0.0032,0.0,0.0,False,2025-11-02,Wednesday,70,True,3
EML0451,CRE0517,New Content Alert,Photography & Videography,6689,6157,0.23,0.043,0.006,0.0108,0.0,0.0,False,2026-01-10,Thursday,73,False,4
EML0452,CRE0161,Weekly Newsletter,Education & Online Courses,5948,5690,0.332,0.059,0.0054,0.0133,0.0,0.0,True,2025-09-16,Monday,72,False,1
EML0453,CRE0401,Promotional Offer,Education & Online Courses,8773,8667,0.33,0.069,0.007,0.0078,7251.33,3.63,True,2025-10-06,Wednesday,72,False,3
EML0454,CRE0587,Re-engagement,Food & Cooking,8330,8307,0.237,0.064,0.0048,0.014,0.0,0.0,False,2026-01-03,Wednesday,40,True,3
EML0455,CRE0584,Product Launch,Photography & Videography,5739,5311,0.492,0.095,0.0111,0.0023,14914.19,5.56,False,2026-03-05,Monday,58,False,5
EML0456,CRE0081,Weekly Newsletter,Technology & Software,10850,10558,0.375,0.057,0.0049,0.0115,0.0,0.0,True,2025-05-24,Tuesday,64,False,3
EML0457,CRE0022,Weekly Newsletter,Comedy & Entertainment,13850,12745,0.249,0.03,0.006,0.0055,0.0,0.0,True,2026-01-24,Friday,42,False,1
EML0458,CRE0232,Abandoned Cart Recovery,Personal Development,13809,13766,0.432,0.065,0.0097,0.014,24273.57,6.26,False,2025-11-03,Wednesday,35,True,3
EML0459,CRE0097,New Content Alert,Photography & Videography,1700,1613,0.333,0.084,0.0086,0.0143,0.0,0.0,True,2025-12-30,Monday,47,False,4
EML0460,CRE0502,New Content Alert,Home Decor & Interior Design,13802,12926,0.365,0.066,0.0097,0.0087,0.0,0.0,True,2026-01-14,Friday,65,True,3
EML0461,CRE0179,Product Launch,Home Decor & Interior Design,8182,7837,0.332,0.104,0.0063,0.0091,10904.81,3.86,True,2025-10-12,Wednesday,44,True,4
EML0462,CRE0220,Weekly Newsletter,Food & Cooking,10728,10608,0.326,0.041,0.0063,0.0057,0.0,0.0,False,2025-06-18,Tuesday,55,True,4
EML0463,CRE0212,Abandoned Cart Recovery,Language Learning,6399,6224,0.611,0.068,0.0065,0.0039,25283.82,9.51,False,2025-05-12,Wednesday,64,False,3
EML0464,CRE0353,New Content Alert,Music & Audio Production,12489,11994,0.287,0.06,0.011,0.0064,0.0,0.0,True,2026-01-23,Monday,33,False,4
EML0465,CRE0423,New Content Alert,Finance & Investing,14284,14068,0.334,0.058,0.0049,0.0122,0.0,0.0,False,2025-05-05,Tuesday,55,True,5
EML0466,CRE0388,Promotional Offer,Finance & Investing,4525,4390,0.318,0.068,0.005,0.0066,4921.78,5.03,False,2025-07-06,Thursday,57,True,4
EML0467,CRE0036,Product Launch,Comedy & Entertainment,1130,1089,0.489,0.132,0.0081,0.0056,1976.65,2.71,False,2026-03-01,Friday,69,True,4
EML0468,CRE0175,Product Launch,Parenting & Family,9419,8841,0.272,0.07,0.0035,0.0099,1165.7,0.65,False,2025-05-30,Wednesday,39,True,4
EML0469,CRE0569,New Content Alert,Comedy & Entertainment,461,460,0.266,0.042,0.0038,0.0076,0.0,0.0,False,2025-06-03,Monday,56,False,3
EML0470,CRE0036,Weekly Newsletter,Travel & Adventure,12684,11960,0.222,0.033,0.0031,0.0095,0.0,0.0,False,2025-12-05,Friday,42,True,2
EML0471,CRE0577,New Content Alert,Music & Audio Production,3477,3337,0.321,0.089,0.0156,0.0106,0.0,0.0,True,2025-08-21,Friday,53,True,5
EML0472,CRE0251,Promotional Offer,Education & Online Courses,1483,1469,0.19,0.037,0.0038,0.0142,724.57,6.95,False,2025-12-06,Thursday,47,True,1
EML0473,CRE0044,Abandoned Cart Recovery,Music & Audio Production,2057,2047,0.444,0.146,0.0074,0.0133,14201.03,10.65,False,2025-07-09,Monday,49,False,2
EML0474,CRE0170,Weekly Newsletter,Comedy & Entertainment,3944,3827,0.232,0.049,0.0058,0.0036,0.0,0.0,False,2025-08-16,Thursday,51,True,4
EML0475,CRE0124,Promotional Offer,Science & Space,1659,1533,0.189,0.042,0.0058,0.0134,1255.02,9.53,True,2025-09-01,Friday,53,True,4
EML0476,CRE0039,Re-engagement,Language Learning,4897,4526,0.248,0.061,0.0112,0.0094,0.0,0.0,False,2025-07-17,Friday,59,False,1
EML0477,CRE0469,Product Launch,Pet Care,5395,5337,0.312,0.052,0.0093,0.0089,6634.66,7.58,False,2025-09-05,Wednesday,46,False,2
EML0478,CRE0237,Abandoned Cart Recovery,Home Decor & Interior Design,8668,8116,0.446,0.118,0.0078,0.0144,20984.26,4.6,False,2026-01-13,Friday,47,True,1
EML0479,CRE0278,New Content Alert,Home Decor & Interior Design,9079,8480,0.234,0.027,0.0026,0.0115,0.0,0.0,False,2025-05-29,Friday,68,True,4
EML0480,CRE0549,New Content Alert,Home Decor & Interior Design,13240,12697,0.24,0.047,0.0088,0.0018,0.0,0.0,True,2025-10-28,Tuesday,71,False,5
EML0481,CRE0151,Promotional Offer,Sustainable Living,13705,13169,0.349,0.102,0.0057,0.0094,24637.46,5.05,False,2025-07-19,Tuesday,57,True,2
EML0482,CRE0065,Re-engagement,Parenting & Family,12537,11693,0.239,0.058,0.007,0.0109,0.0,0.0,True,2025-06-02,Thursday,33,False,5
EML0483,CRE0324,Weekly Newsletter,Education & Online Courses,4402,4095,0.275,0.083,0.006,0.0085,0.0,0.0,True,2025-03-25,Friday,63,True,1
EML0484,CRE0196,Abandoned Cart Recovery,Parenting & Family,8299,7950,0.371,0.056,0.0061,0.0106,15466.08,8.97,True,2025-05-10,Thursday,58,True,4
EML0485,CRE0232,Product Launch,Science & Space,7353,6865,0.402,0.078,0.0043,0.0091,18283.46,7.93,True,2025-08-26,Monday,36,False,1
EML0486,CRE0057,New Content Alert,Science & Space,5534,5445,0.256,0.057,0.0095,0.0134,0.0,0.0,False,2026-03-11,Thursday,53,False,3
EML0487,CRE0285,Re-engagement,Education & Online Courses,1202,1162,0.216,0.044,0.0029,0.0059,0.0,0.0,True,2025-09-29,Monday,61,False,4
EML0488,CRE0307,Promotional Offer,Education & Online Courses,7303,6933,0.223,0.058,0.0105,0.0026,10276.92,10.88,True,2025-08-13,Tuesday,45,False,2
EML0489,CRE0599,Promotional Offer,Gaming & Esports,4852,4645,0.327,0.087,0.0165,0.0044,4541.34,3.29,True,2025-07-22,Monday,37,False,4
EML0490,CRE0482,Weekly Newsletter,Education & Online Courses,6455,6016,0.343,0.05,0.0054,0.0087,0.0,0.0,True,2025-03-21,Tuesday,37,False,3
EML0491,CRE0451,New Content Alert,Parenting & Family,10466,10090,0.3,0.1,0.0159,0.0031,0.0,0.0,True,2025-09-20,Friday,52,False,5
EML0492,CRE0104,New Content Alert,Beauty & Fashion,6556,6215,0.299,0.05,0.0049,0.0064,0.0,0.0,False,2025-09-24,Wednesday,42,True,4
EML0493,CRE0165,Product Launch,Science & Space,2813,2729,0.372,0.107,0.0202,0.013,13133.92,11.73,True,2025-12-18,Tuesday,50,False,4
EML0494,CRE0513,New Content Alert,Photography & Videography,7268,6825,0.276,0.085,0.0079,0.0021,0.0,0.0,True,2025-06-16,Tuesday,31,True,5
EML0495,CRE0510,Weekly Newsletter,Music & Audio Production,12615,12024,0.363,0.118,0.0144,0.0088,0.0,0.0,False,2025-06-09,Friday,69,True,3
EML0496,CRE0443,Re-engagement,Home Decor & Interior Design,1612,1491,0.195,0.048,0.0036,0.0055,0.0,0.0,True,2025-09-27,Wednesday,38,False,2
EML0497,CRE0152,Re-engagement,Personal Development,9402,9258,0.228,0.04,0.0057,0.0117,0.0,0.0,True,2025-09-16,Monday,37,False,4
EML0498,CRE0599,Re-engagement,Comedy & Entertainment,11396,10647,0.141,0.044,0.0055,0.0138,0.0,0.0,False,2025-03-30,Tuesday,55,False,2
EML0499,CRE0230,Weekly Newsletter,Personal Development,9125,8626,0.24,0.043,0.0043,0.0137,0.0,0.0,True,2025-07-03,Tuesday,71,True,5
EML0500,CRE0530,New Content Alert,Gaming & Esports,12342,12219,0.417,0.063,0.0099,0.0072,0.0,0.0,True,2025-11-07,Thursday,31,True,1
EML0501,CRE0469,Re-engagement,Science & Space,9228,9132,0.175,0.061,0.0041,0.0148,0.0,0.0,False,2025-12-19,Friday,67,False,5
EML0502,CRE0483,Product Launch,Science & Space,10914,10120,0.486,0.08,0.0093,0.0043,25629.91,6.04,True,2025-03-19,Thursday,30,True,1
EML0503,CRE0525,Weekly Newsletter,Sustainable Living,5930,5466,0.218,0.031,0.003,0.0149,0.0,0.0,False,2026-01-29,Tuesday,54,False,3
EML0504,CRE0459,New Content Alert,Sustainable Living,14923,14860,0.391,0.098,0.0071,0.0131,0.0,0.0,True,2026-01-18,Monday,36,False,2
EML0505,CRE0238,Weekly Newsletter,Language Learning,10226,9816,0.206,0.049,0.0092,0.0073,0.0,0.0,True,2025-08-15,Monday,58,True,4
EML0506,CRE0169,Promotional Offer,Business & Entrepreneurship,8300,7856,0.235,0.069,0.0075,0.0038,15046.55,11.18,False,2026-01-05,Monday,71,True,3
EML0507,CRE0224,Abandoned Cart Recovery,Language Learning,213,204,0.396,0.127,0.0247,0.0118,1240.47,11.58,False,2025-12-08,Tuesday,36,False,4
EML0508,CRE0500,Weekly Newsletter,Comedy & Entertainment,11322,10522,0.37,0.077,0.0069,0.0134,0.0,0.0,False,2025-10-29,Monday,72,False,3
EML0509,CRE0301,Abandoned Cart Recovery,Science & Space,11814,11075,0.533,0.121,0.0214,0.0122,61182.2,8.03,False,2025-06-04,Wednesday,50,True,4
EML0510,CRE0225,Weekly Newsletter,Comedy & Entertainment,7533,7355,0.203,0.03,0.0041,0.0105,0.0,0.0,True,2025-11-04,Wednesday,66,False,4
EML0511,CRE0001,Promotional Offer,Science & Space,13677,13039,0.217,0.044,0.0049,0.0128,13933.74,10.67,True,2025-06-11,Friday,55,False,1
EML0512,CRE0072,Re-engagement,Science & Space,10447,10395,0.191,0.065,0.0037,0.001,0.0,0.0,True,2025-09-03,Thursday,69,False,4
EML0513,CRE0153,Product Launch,Music & Audio Production,455,449,0.517,0.08,0.0112,0.0048,1657.94,8.81,True,2025-06-04,Thursday,34,True,1
EML0514,CRE0157,New Content Alert,Technology & Software,10036,10027,0.362,0.111,0.0162,0.0141,0.0,0.0,True,2025-10-13,Tuesday,71,True,1
EML0515,CRE0332,Re-engagement,Business & Entrepreneurship,13399,13313,0.139,0.038,0.0072,0.0125,0.0,0.0,False,2025-08-17,Monday,72,False,1
EML0516,CRE0025,Promotional Offer,Business & Entrepreneurship,10751,10472,0.249,0.033,0.0046,0.0075,6192.7,7.01,True,2025-09-16,Tuesday,58,True,3
